,x,y,z
inflation,2.9626782,-0.17247748,-0.020528542
growth,2.995576,-0.18013698,-0.020759458
exhibit,3.0864844,-0.2040113,-0.021396155
rate,2.9714093,-0.17512259,-0.020589085
global,2.9136126,-0.16282421,-0.020188008
market,3.074865,-0.20051727,-0.021314122
investment,3.0003486,-0.18386571,-0.02079396
gdp,2.8138797,-0.1373716,-0.019488243
recession,3.0603788,-0.19700107,-0.021212561
prices,2.8954656,-0.15627259,-0.020058647
rates,3.052977,-0.19436647,-0.021160481
markets,3.1447692,-0.2181908,-0.021803454
china,2.6194935,-0.0922809,-0.018128915
real,3.01863,-0.1869126,-0.020920273
policy,3.0049806,-0.18277717,-0.02082506
jan,2.5635474,-0.078354135,-0.017736262
expect,3.0304394,-0.18874745,-0.021002745
energy,2.862062,-0.14827046,-0.019825045
jun,2.609882,-0.08909959,-0.018061236
strategy,2.9781837,-0.17836615,-0.02063769
economic,2.893635,-0.15667374,-0.02004522
yield,3.1521018,-0.22003804,-0.02185475
returns,3.1760972,-0.22568035,-0.022022469
risk,3.1522422,-0.21999756,-0.021855462
bloomberg,2.9522386,-0.17226394,-0.020457165
equity,3.193242,-0.23018716,-0.022143485
asset,3.0720928,-0.20097128,-0.021295955
average,3.0070388,-0.18470724,-0.020839455
december,2.978654,-0.17847307,-0.020641733
return,3.109669,-0.20991091,-0.021558186
fed,2.983877,-0.17753908,-0.02067734
forecasts,2.6457033,-0.09885067,-0.018312734
dec,2.6455545,-0.09763527,-0.01831031
term,3.1183627,-0.21157816,-0.0216195
economy,3.015299,-0.18494612,-0.02089547
time,3.0534964,-0.19568147,-0.021164741
forecast,2.8055668,-0.13544072,-0.019430192
total,3.0553505,-0.19696619,-0.021178251
usd,2.4596703,-0.054865602,-0.017009128
price,2.940221,-0.16756675,-0.020371277
unicredit,2.5001345,-0.06563822,-0.017294517
central,3.0202038,-0.18636622,-0.020931043
financial,3.0161493,-0.18571712,-0.020902896
eur,2.4596488,-0.054836366,-0.017012415
current,2.6262517,-0.093906954,-0.018175907
income,3.061412,-0.19754638,-0.02121976
jul,2.5746489,-0.08103045,-0.017814951
equities,3.1962938,-0.23070613,-0.022164267
june,2.5034282,-0.06667441,-0.017317709
