,x,y,z
inflation,14.060167,-1.495117,3.1627617
growth,13.57303,-0.6303215,3.4924433
exhibit,14.3553095,-5.4022837,0.63837796
rate,13.939936,1.7588017,-1.8468238
global,7.886973,-7.8821964,-0.9703882
market,14.05362,-5.188213,-2.2875178
investment,8.716742,-7.8441615,-0.8943684
gdp,9.106585,-2.9366944,5.3341236
recession,13.723876,-3.8528473,0.09652889
prices,10.466242,-0.35059538,4.614972
rates,14.504176,0.65004915,-0.80694956
markets,13.67292,-6.626304,-2.1137905
china,5.192374,-5.4026484,1.7899331
real,12.213776,-4.618106,2.4861631
policy,14.443998,1.1705357,-1.0767179
jan,6.6130795,-2.7736156,6.560846
expect,14.244862,-1.3518871,2.648975
energy,10.408668,-0.26101336,4.569331
jun,6.8895354,-2.7062223,6.570356
strategy,8.504697,-7.870865,-0.8343785
economic,8.217503,-6.215704,1.7410207
yield,11.462236,-7.95764,0.16222939
returns,12.9455,-7.6764684,-0.033294097
risk,13.678563,-6.026983,-0.70132035
bloomberg,8.363123,-7.8531923,-0.8036013
equity,12.943914,-7.827334,-0.75831467
asset,8.173599,-8.391827,-1.3108225
average,10.471482,-7.097687,1.0443845
december,8.726246,-7.7193203,-0.81380826
return,10.535684,-7.867774,0.72400683
fed,14.043989,1.6515782,-1.7517318
forecasts,7.899791,-6.199531,1.8462616
dec,6.834882,-2.7846608,6.59556
term,13.973885,-5.5262656,-0.52530557
economy,13.547033,0.27151638,2.5623767
time,13.305443,-4.234937,-0.24160115
forecast,9.315362,-3.0984187,5.03522
total,10.411785,-7.8299255,0.8226531
usd,5.0628242,-3.1697943,5.559513
price,11.614136,-2.3031993,3.9370806
unicredit,5.2177567,-7.178684,0.7047442
central,14.810066,0.7130388,-0.9083142
financial,14.8039465,0.7258915,0.4359787
eur,5.0690312,-3.1747258,5.559233
current,5.4438677,-3.7757173,4.700124
income,12.526282,-5.5620093,1.7559993
jul,6.6882644,-2.7708077,6.5774684
equities,13.176749,-7.8206973,-0.94218147
june,4.9622617,-6.8535714,0.53697455
investors,13.372307,-7.364178,-1.3898008
bonds,12.365762,-8.069944,-0.48058087
tightening,14.468054,1.1832577,-1.1339849
supply,11.691504,1.193892,2.9013817
services,9.997585,-1.2267593,5.036082
credit,11.846933,-7.821854,-0.2609677
november,8.1966715,-7.8822627,-0.830969
cpi,9.688366,-2.5771778,5.5392456
expected,13.648762,-1.9334275,2.7469156
earnings,13.735497,-5.2376537,0.7015891
remain,14.193044,-0.52629346,2.3618433
consumer,12.438781,-2.6422935,3.565479
july,13.2533045,2.1408358,-2.0715296
macro,7.371937,-8.025569,-0.7641341
months,10.814019,-6.147877,1.0246499
core,10.011142,-2.5781183,5.425232
apr,6.72198,-2.7689643,6.6028614
labor,13.074584,-0.1674414,3.698901
europe,5.833548,-5.2852273,1.9612508
levels,13.154655,-2.116908,3.3359518
risks,12.074887,1.6732976,1.9737561
covid,12.122613,0.7615269,2.9259546
yoy,9.079056,-2.6351676,5.6729746
demand,13.142215,0.0552987,3.1206934
change,8.265856,-6.243389,1.8073409
note,9.047391,-7.8278546,-0.84166807
cycle,14.619164,0.99329984,-1.1793553
federal,14.208934,1.5850815,-1.8512414
peak,14.078813,-2.0952039,2.6960123
bond,11.823376,-7.9633017,0.009342163
