,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
starting,0.058167193,0.15474173,0.10344067,-0.07385203,0.11119387,-0.18599732,-0.04991436,0.29169405,-0.06973835,-0.15909627,0.12572841,-0.07839025,-0.17354211,-0.12963676,-0.0031354222,-0.01271842,0.014715375,-0.23165682,-0.20675817,-0.21139462,0.15286362,0.08698198,0.11605046,-0.022971293,-0.11190134,-0.12277878,-0.07528851,-0.11438747,-0.13553791,0.009873783,0.030586867,-0.09663494,0.10313089,-0.0712183,-0.018672515,0.0634316,-0.13355851,-0.12364435,-0.12285396,-0.35842437,0.25108817,-0.18201976,0.022881357,-0.10745764,0.06740281,-0.22545056,-0.16598432,-0.0076807374,0.10191925,0.17412394,0.08335991,-0.14483123,-0.046021007,0.027000116,-0.09460083,-0.058926374,0.14492506,-0.025800709,-0.13578503,0.055913933,-0.026491927,-0.04083087,-0.0094145555,-0.168318,-0.22053279,0.3500245,0.06771041,0.032578375,-0.1761314,0.032007527,-0.055997387,-0.011042383,0.07257968,-0.118599474,0.08801834,0.18195435,0.060213126,0.01828772,-0.38032424,0.1914565,-0.08751102,0.07808248,0.0020995368,0.18448605,-0.09999136,0.06278567,0.0004125001,0.33991882,0.19284335,0.05749607,0.18267849,0.10752572,-0.026866809,0.05379152,0.36306337,0.08237722,-0.015380149,-0.13198575,-0.01881977,-0.04170587
scotiabank,0.024576379,0.26599962,-0.05300317,-0.1368554,0.09182452,-0.56197137,0.3143464,0.49986738,-0.06549758,-0.124723196,-0.16702025,-0.40942967,0.023419527,0.049396466,0.41784027,-0.17946874,-0.16685814,-0.12802558,0.024690423,-0.5382683,0.41419986,0.31610405,0.32379982,-0.10414121,-0.3330892,0.28750253,-0.22152093,0.057976495,-0.15820988,-0.0133338,0.39564496,0.14384991,0.0008402768,0.2747597,-0.32400045,0.20397446,0.03447645,-0.09393396,-0.010100325,-0.5349223,0.051355124,-0.00830607,-0.24525493,-0.11887172,0.20461969,0.0019177893,-0.070930906,-0.13573697,-0.045991246,0.18851651,-0.16695839,0.09877543,0.0015891935,-0.18019119,-0.06880391,0.099443614,0.1622065,0.124329634,-0.28903273,-0.05997051,-0.16360174,0.12800062,-0.18597235,-0.2525864,-0.049243044,0.2728105,-0.07053155,0.31523323,-0.29318503,0.36451456,-0.49291587,0.052462626,0.31687197,-0.043600056,0.26739007,0.040756505,-0.07525563,-0.0064960667,-0.29851896,0.0035344972,-0.085910775,0.2849186,-0.45416284,0.29935163,-0.014557429,-0.18376775,0.025377717,-0.09294434,-0.13102214,-0.27619958,0.34645408,-0.123815365,0.15216605,0.2641679,0.22084643,0.20241831,0.4499125,0.04803382,-0.060458366,-0.16322495
fund,0.14835407,0.14675401,-0.012695489,-0.08598478,0.019578578,-0.2769894,0.015924294,0.2625664,0.047161475,-0.116910316,0.12634557,-0.06422805,-0.052040152,-0.049644466,0.025296876,-0.023491187,0.046714235,-0.16293515,-0.1914904,-0.2645099,0.100469574,0.06831178,0.1957148,-0.032078512,-0.11632536,-0.09415638,-0.07802891,-0.17630637,-0.06510915,-0.015251965,0.166618,0.047588043,0.08755228,0.015202853,-0.08198804,0.09365835,-0.107018106,-0.18803434,-0.12844527,-0.34098682,0.27881283,-0.15650594,-0.022366658,-0.08534603,0.10798181,-0.16461873,-0.1023422,-0.054213673,0.041055202,0.14734317,0.0008841212,-0.13778844,-0.022247719,0.09308228,-0.09725021,0.045727734,0.0730523,-0.019799037,-0.1257927,0.08909358,0.042605087,-0.10232854,0.023997286,-0.06886398,-0.1430072,0.33048514,0.035014167,0.03564688,-0.19945212,0.18216652,-0.04273164,-0.043076076,0.10132556,-0.04178452,0.03713297,0.17110218,0.039422166,0.059033778,-0.35756463,0.25234267,-0.0886457,0.01748138,-0.11522159,0.21722853,-0.1632451,0.061605062,0.0590834,0.27236384,0.15706597,0.054265633,0.20857121,0.043736696,-0.027460694,0.0918167,0.31311658,0.07448423,0.06830304,-0.10116343,-0.06892974,-0.0020164014
overweight,0.1351849,0.15828364,0.017408445,-0.21187316,0.007194238,0.04952136,0.03824713,0.12860942,0.026241992,-0.23481013,0.11370695,0.076092415,-0.03767577,-0.23770683,-0.10462086,-0.0043133516,0.056267492,-0.27775466,-0.4279847,-0.36231074,0.30564398,0.06423191,0.25850338,-0.10932685,-0.10305409,-0.23167017,-0.13368306,-0.32517028,-0.10399547,-0.02287138,0.014521062,0.19904347,0.022517804,-0.026308682,-0.003110295,-0.03310309,-0.2695275,-0.25121439,-0.24367559,-0.29426077,0.51662433,-0.13916613,0.020014001,-0.11239508,0.015965085,-0.3254194,-0.12601098,0.017481718,0.09576713,0.28062862,0.290886,-0.2326593,-0.1423722,0.004111048,-0.25392634,-0.1078736,0.11614029,0.03108195,-0.18118681,-0.096113496,0.23520498,-0.19214718,0.08722681,-0.27030447,-0.25746566,0.39943624,0.07937626,-0.22026804,-0.46119246,0.10372346,-0.23246887,0.19058192,0.017354919,-0.07698108,-0.1470338,-0.011489605,0.09959541,0.0809738,-0.5673682,0.6162449,0.02435586,0.005580022,-0.07946255,0.34607962,-0.25760677,0.09699262,0.14181027,0.4342449,0.14842339,0.093040675,0.23385064,0.23908529,-0.23488261,0.02310566,0.3447286,-0.048606616,-0.12656483,-0.18910468,-0.05744217,-0.005347769
deliver,0.11760857,0.18969811,0.13263777,-0.17904109,0.082802415,-0.42213398,-0.00012808999,0.27582893,0.08972422,-0.170744,0.23197363,-0.0882599,-0.0763461,-0.19102536,0.025255827,0.00099254,0.042932738,-0.29311204,-0.20810457,-0.3035852,0.13115275,0.07056918,0.27933094,-0.036737297,-0.0620241,0.012785814,-0.024158651,-0.092647746,-0.0399079,-0.084153876,0.029209055,-0.011426684,0.07816756,-0.057432126,-0.061571214,-0.0020276764,0.02288684,-0.083960116,-0.23324823,-0.24702512,0.17058598,-0.16003285,-0.0698716,-0.15864606,0.1015777,-0.2917727,-0.094710864,-0.011107836,-0.034714818,0.2184992,0.016244918,-0.15556525,-0.1336879,0.08820047,-0.20911784,-0.00031519795,0.12407847,-0.016728539,-0.14137638,0.1222215,0.010075936,-0.17592786,0.036281593,-0.04997606,-0.22133648,0.36455098,0.013415695,0.05111053,-0.21128544,0.0022078105,-0.15400821,0.027246835,0.14102991,-0.09804542,-0.015106842,0.1229828,-0.016768273,0.13505934,-0.48110926,0.3636685,-0.08702779,0.13951221,-0.026850563,0.06989904,-0.14317353,0.10005681,-0.002227621,0.3342426,0.08507823,-0.015291269,0.1544077,0.08292087,0.021154666,0.15638945,0.41547227,0.1364243,0.027437767,-0.013195371,-0.15057686,-0.05307625
turkey,-0.12040784,0.13516234,-0.0124411965,-0.18843828,0.23145501,-0.31022713,0.2394889,0.37424996,-0.12821655,-0.122606345,-0.28312027,-0.4906221,-0.15329492,0.0605432,0.390756,-0.14643238,-0.19932282,-0.11802839,0.18895109,-0.26514018,0.4859668,0.27703735,0.2745546,-0.23702028,-0.23950927,0.080181375,-0.2574036,0.049233723,-0.24384266,0.0641601,0.39168188,0.10486772,-0.2301628,0.12442748,-0.16878234,0.20594494,-0.08053009,-0.052404135,-0.05220828,-0.4488736,-0.072682895,-0.08810325,-0.22060198,0.1026769,0.17320178,-0.23523004,-0.14745913,0.03729332,-0.018180484,0.24002737,-0.05764135,0.103188224,0.0036112252,-0.15814525,-0.020991081,0.07423825,0.12895225,0.02566871,-0.29015532,-0.06054392,-0.23142247,0.25745955,-0.16661857,-0.30161172,-0.09034252,0.2549851,-0.062169086,0.32721743,-0.24561115,0.11567293,-0.27150425,0.15082107,0.28514785,-0.11501114,0.36972094,0.011787396,-0.13160376,-0.16569746,-0.18826506,0.026079966,-0.021960026,0.1313392,-0.30075663,0.3707571,0.18608753,-0.067135535,0.0073469956,0.07092274,-0.05190311,-0.030125992,0.34593922,-0.07487097,0.19495317,0.17846051,0.19821534,0.31527314,0.4298394,-0.12568769,0.1372569,-0.14325827
sharp,0.071016155,0.109008685,0.087566145,-0.042508002,0.15655701,-0.14208476,-0.100581154,0.2978805,-0.1294583,-0.10012743,0.07966873,-0.023788596,-0.20715368,-0.079623565,-0.012486724,0.01847733,0.048778646,-0.2027049,-0.22963181,-0.16785823,0.113809,0.08466869,0.10833132,-0.066364184,-0.060432125,-0.17457019,-0.09881928,-0.099543504,-0.2153943,0.04147796,0.048556756,-0.16458258,0.1401053,-0.15721133,0.026796972,0.10169277,-0.17455094,-0.06645117,-0.11851657,-0.33192492,0.2705488,-0.15622643,0.06960172,0.016371666,0.03448118,-0.22457388,-0.2502693,-0.0045718085,0.10832826,0.14871787,0.17262594,-0.18760113,-0.03327638,0.051012278,-0.09665578,-0.053362384,0.13297372,-0.017753527,-0.12177386,0.087608725,-0.023563577,0.027057396,-0.02598317,-0.17375833,-0.1735044,0.3745594,0.044707555,0.035428964,-0.18529935,-0.009569415,-0.07777025,0.048128597,0.027254961,-0.08340789,0.1610397,0.14996305,0.05411553,-0.029512044,-0.3427612,0.1338697,-0.18271792,0.06597339,-0.011686738,0.19901718,-0.11399898,0.09480655,0.018244931,0.36917576,0.22392836,0.06830467,0.18976182,0.18299396,-0.08974349,0.013903955,0.36493385,0.074016675,-0.031433485,-0.164564,0.0105961785,-0.07478776
benefit,-0.0025749358,0.114847146,0.1034207,-0.09092473,0.14950323,-0.013237408,-0.028568791,0.22413811,-0.08910897,-0.13681261,0.03689921,-0.070283316,-0.1934658,-0.09412124,-0.026492931,0.0027297554,0.0040852223,-0.19372585,-0.20809968,-0.19681989,0.21561866,0.080593474,0.12851723,-0.079598114,-0.08817539,-0.21858543,-0.09165903,-0.14639093,-0.20458522,0.062494047,0.051146988,-0.054997798,0.031096675,-0.097995944,0.0026662713,0.09506523,-0.20495515,-0.10340457,-0.12552828,-0.3371471,0.31509435,-0.19365282,0.06363886,0.0064082495,0.04637701,-0.25483182,-0.23798203,0.03833626,0.1276926,0.18327306,0.18959746,-0.15675482,-0.008193995,-0.04499681,-0.12752011,-0.07815828,0.13306044,-0.017690513,-0.15760256,0.00012538169,-0.016986242,0.049739398,0.0009771808,-0.23421212,-0.16848493,0.34161735,0.0826375,0.009649708,-0.23983549,-0.010454557,-0.06656307,0.048255663,0.06789014,-0.084433556,0.13364229,0.13778377,0.06447573,-0.032663334,-0.34113967,0.21602507,-0.09015279,0.03355369,-0.031247634,0.25143036,-0.09654687,0.048921183,0.064793184,0.34411496,0.20173456,0.08767802,0.2520723,0.19198795,-0.082250364,0.032428294,0.33760795,0.049112774,-0.034591176,-0.19369406,0.027517267,-0.056985576
africa,-0.19651563,0.12690791,0.08451938,-0.25306123,0.23213048,-0.053989455,0.11670622,0.25149888,-0.09403921,-0.097496204,-0.19968146,-0.41695195,-0.11372023,0.0074971034,0.14566822,-0.1062855,-0.10380739,-0.10823168,0.11390464,-0.18731585,0.38192838,0.18969691,0.32325298,-0.23395021,-0.13880624,-0.13446057,-0.17922519,-0.08425067,-0.21852948,0.054191217,0.2219042,0.16758266,-0.28650215,0.050090015,-0.07820165,0.22942387,-0.16812193,-0.12229417,-0.11016301,-0.3471287,0.04569098,-0.124219716,-0.1855258,0.16981342,0.10895597,-0.35071984,-0.20378473,0.14072962,-0.06216613,0.22151946,0.102366716,0.047361426,0.0083677275,-0.08381742,-0.118726544,0.04376177,0.07869682,-0.049708273,-0.26752317,-0.07994808,-0.16223441,0.1503527,-0.055513963,-0.2607232,-0.078014486,0.25765997,0.0021969946,0.1539813,-0.35191256,-0.0040384186,-0.122334756,0.22633208,0.25616077,-0.10978456,0.25699306,0.0660092,-0.12614149,-0.18327242,-0.18604015,0.22546025,0.07946952,0.0104749575,-0.23578891,0.31378138,0.075356826,0.056109995,0.061797228,0.20733893,0.08049346,0.19319381,0.371287,0.036061447,0.06734599,0.0626314,0.19480225,0.25828907,0.33193102,-0.17282297,0.20745042,-0.04468486
openings,9.476456e-05,0.22430724,0.07914429,0.021223601,0.0753043,-0.015448702,0.06509413,0.4213006,-0.25406194,-0.13982682,0.009827335,-0.12929212,-0.14901613,-0.0563081,0.047267415,-0.007908404,-0.011633303,-0.10395281,-0.22444528,-0.33265635,0.12196138,0.19947831,0.0835076,0.109449424,-0.30268094,0.027895726,-0.028704328,-0.08115339,-0.31405482,0.11267725,0.12576424,-0.22591491,0.10605018,-0.02724284,-0.094644144,0.2218128,-0.18657105,-0.16681412,0.12224891,-0.6180037,0.24451092,-0.05553938,0.06300892,-0.15049706,0.07561223,-0.0045594824,-0.30433327,-0.07339843,0.11189323,0.12959611,0.0867834,-0.14133681,-0.03862678,-0.18292996,-0.012545231,-0.09964987,0.16473258,0.13102008,-0.17381883,-0.047246933,-0.045583766,0.041942775,0.059516955,-0.33831435,-0.17888671,0.3450416,0.004336209,0.07698458,-0.12928033,0.15942919,0.004555657,-0.01580214,0.047501296,-0.08496663,0.16783163,0.39656138,0.05586814,-0.024431096,-0.33775327,-0.071047716,-0.12368295,0.13271065,-0.11578801,0.1582116,-0.075200245,-0.21435471,-0.008874155,0.20172791,0.14986856,0.020025529,0.2051315,0.13581748,-0.010355322,-0.0068193497,0.28973573,-0.014829215,0.12449638,-0.25379497,-0.021169426,-0.064653836
upward,0.08904041,0.07832984,0.10003879,-0.009263885,0.11057547,-0.20112988,-0.04709742,0.32593372,-0.116721265,-0.17983538,0.102860704,-0.103653066,-0.21542345,-0.088244125,0.026950166,0.021038922,-0.00975568,-0.1825463,-0.21353094,-0.17574757,0.18251453,0.108544536,0.047264457,-0.052940678,-0.123960905,-0.10217467,-0.13154452,-0.08303998,-0.19886401,0.04058087,0.07095497,-0.1735714,0.121073395,-0.13545744,-0.054226607,0.086363986,-0.12456452,-0.08829723,-0.1386553,-0.35697147,0.2143724,-0.16470139,0.05248773,-0.07719214,0.039148014,-0.20029819,-0.20510463,-0.049318913,0.09986672,0.16683325,0.11211142,-0.1402629,-0.00751441,0.0031236527,-0.08004883,-0.110807404,0.17083323,-0.023231106,-0.08775631,0.11704172,-0.05137535,-0.011547874,-0.085566275,-0.21466991,-0.21418154,0.3658355,0.057297595,0.02028634,-0.15447637,0.007987413,-0.097582296,-0.022685021,0.041361287,-0.0812882,0.15056868,0.12499792,0.051410858,-0.0056959214,-0.372341,0.15082887,-0.13906291,0.11977051,0.029949114,0.21213633,-0.08800673,0.03621823,0.0020617472,0.30979928,0.1863117,-0.009837899,0.23203856,0.14518976,-0.020779131,0.04314777,0.4168649,0.08209776,-0.09591818,-0.19229771,0.005367678,-0.049170345
sharply,0.050423265,0.10853697,0.103269406,-0.027426839,0.16794284,-0.20457198,-0.09576841,0.34075025,-0.10878737,-0.1160814,0.061066482,-0.09616915,-0.2207748,-0.062712476,0.042438608,-0.015519318,-0.009446366,-0.199249,-0.18611191,-0.16136988,0.17209557,0.1034201,0.07108055,-0.054586887,-0.1074231,-0.14032426,-0.12616527,-0.05125446,-0.20601875,0.05553636,0.0838444,-0.18043745,0.099893905,-0.11182765,-0.029288571,0.09271927,-0.13441439,-0.04895469,-0.10660824,-0.33825535,0.22598547,-0.17820922,0.054260332,-0.018305093,0.051321186,-0.20253316,-0.21756196,-0.0061968295,0.12858549,0.15732455,0.12110291,-0.12283877,-0.007054809,0.015888952,-0.08164356,-0.048241556,0.16391063,-0.02600998,-0.11178415,0.10036102,-0.061510548,0.042081114,-0.071346365,-0.1984713,-0.18224293,0.3376974,0.085752465,0.064974226,-0.14159302,-0.0016410936,-0.09230697,-0.014567287,0.06412187,-0.095516525,0.16725993,0.1412956,0.049022686,-0.040492803,-0.31763422,0.097246885,-0.14120762,0.12118143,-0.022719158,0.19635239,-0.08283679,0.070848994,-0.028466899,0.30898398,0.19905333,0.03597315,0.2116178,0.14243098,-0.02691077,0.046274945,0.3362868,0.103529684,-0.025432011,-0.13682602,0.022108933,-0.076044284
signal,0.11192132,0.15595865,0.058819138,-0.058765475,0.056844845,-0.2484792,0.020334613,0.30936205,-0.044834975,-0.13209625,0.12595083,-0.042608608,-0.08868772,-0.12589698,0.0059137368,-0.029722448,0.044994984,-0.21861842,-0.25029954,-0.2601026,0.09184341,0.108071916,0.16566747,-0.029987963,-0.13687235,-0.043204263,-0.061802823,-0.13865641,-0.1401762,-0.0028872127,0.12169669,-0.100659676,0.15323032,-0.047035158,-0.061586898,0.05629955,-0.103051655,-0.11159076,-0.105589636,-0.3670901,0.24831642,-0.13758762,0.016108131,-0.12321031,0.08689435,-0.15094422,-0.11870114,-0.05699981,0.09336086,0.1664365,0.062405974,-0.19548483,-0.038356964,0.010168226,-0.10979752,-0.034413397,0.14727698,0.022164444,-0.09562019,0.07083298,-0.018370144,-0.057578642,-0.021751883,-0.10845528,-0.1494638,0.37366262,0.031127209,0.03296138,-0.20065543,0.13787524,-0.09876116,-0.03367942,0.091430254,-0.048176315,0.05864767,0.14431591,0.056795813,0.05858001,-0.38503498,0.18706605,-0.11145504,0.056878455,-0.09518231,0.18096209,-0.15430364,-0.0027582229,0.044463377,0.2749838,0.14880207,0.011007414,0.19586127,0.082858354,-0.007103503,0.06558078,0.32280606,0.03483249,0.022325393,-0.06330518,-0.040474217,-0.04589141
poland,-0.14254372,0.11946521,-0.008884942,-0.15539329,0.22627537,-0.3952075,0.1613725,0.3298013,-0.050948583,-0.09102756,-0.21926212,-0.43949002,-0.1776058,0.08209768,0.36544558,-0.18133608,-0.22904943,-0.12002828,0.14872037,-0.24728952,0.4804629,0.2355683,0.24887471,-0.22474027,-0.19124465,0.02746919,-0.2418885,0.06756242,-0.22281222,-0.00031860056,0.37576145,0.10625976,-0.19996108,0.15915471,-0.15615273,0.12630598,-0.0793208,-0.02833242,-0.066122316,-0.38669798,-0.016837036,-0.08692808,-0.24716216,0.105354846,0.13975789,-0.21459001,-0.13284422,0.05166426,0.006618999,0.24297433,-0.02738142,0.12232026,0.033716463,-0.10785845,-0.04964689,0.08840614,0.13070852,0.004385794,-0.3080954,-0.0760717,-0.16928016,0.27305335,-0.1895319,-0.2828034,-0.10350436,0.18542981,-0.04770734,0.36102626,-0.19699374,0.1354925,-0.34269825,0.12221786,0.26713213,-0.07680368,0.3521559,-0.015845897,-0.13286299,-0.1753213,-0.20716286,0.07510921,-0.065698855,0.18921107,-0.27920818,0.36122257,0.18407215,-0.036311854,-0.039161596,0.07177967,-0.053123944,-0.047248576,0.32589823,-0.03982099,0.12273266,0.19612432,0.22623678,0.35086012,0.3796522,-0.10478591,0.08018704,-0.15505457
consistent,0.066799834,0.13788871,0.12201322,0.013590993,0.09778009,-0.23600966,-0.030360138,0.35271898,-0.11769864,-0.14222245,0.12303108,-0.07414777,-0.19973336,-0.08065084,0.063466765,-0.016073452,-0.010299686,-0.20056508,-0.22131707,-0.22720721,0.1628575,0.121509336,0.063626066,-0.01622376,-0.16607358,-0.051805634,-0.09268091,-0.050581176,-0.19107297,0.019042281,0.06789322,-0.19690433,0.12523776,-0.08009783,-0.0514099,0.06988099,-0.08711352,-0.057627656,-0.08618916,-0.35869184,0.21692301,-0.15212648,0.031071296,-0.13558969,0.0317366,-0.13977471,-0.16798659,-0.079886146,0.108765066,0.17924875,0.09070501,-0.13412449,-0.032461733,-0.017575087,-0.05166527,-0.08497471,0.20593911,0.015819488,-0.122025535,0.10697499,-0.0477861,-0.018682431,-0.06656425,-0.21732369,-0.17317007,0.33043727,0.013564852,0.039205175,-0.11837665,0.045189973,-0.09355353,-0.029936414,0.041526888,-0.08571717,0.13047326,0.14888571,0.06482715,0.00020734324,-0.3702101,0.09633558,-0.1437031,0.15056181,-0.014500624,0.16520715,-0.12410541,0.009709639,-0.05704183,0.26865137,0.16657768,-0.0022483347,0.18925017,0.11702179,-0.00089899346,0.050446816,0.3359935,0.045063082,-0.024021786,-0.11423674,-0.03644526,-0.0867116
mexico,-0.12287568,0.12759009,0.009654103,-0.19155392,0.21861269,-0.20784882,0.17517552,0.33024675,-0.13627057,-0.101671696,-0.21196988,-0.44504952,-0.08057803,0.05516673,0.24043328,-0.12885587,-0.09050756,-0.11879737,0.15504292,-0.17978488,0.33380413,0.2052082,0.3008182,-0.23792441,-0.14392051,-0.034348667,-0.2127526,-0.023056043,-0.20718324,0.06167123,0.3582775,0.16210331,-0.23051745,0.05369423,-0.08386107,0.20578842,-0.10065728,-0.0887085,-0.0801505,-0.41130987,-0.05686379,-0.11696012,-0.19685283,0.15929756,0.11983473,-0.2926762,-0.16849683,0.05709953,-0.041526087,0.19435729,-0.01631241,0.05286151,-0.03707423,-0.020379957,-0.050648633,0.14049858,0.08017712,-0.021225506,-0.24561279,-0.010078074,-0.19043882,0.18034634,-0.06723883,-0.16238081,-0.081445,0.2691578,-0.008375315,0.2802696,-0.27663305,0.07326738,-0.086214304,0.17884827,0.29388595,-0.08438358,0.3368521,0.067415066,-0.15012704,-0.1632539,-0.17380758,0.089556776,0.0026251646,0.025384476,-0.29233885,0.3037612,0.14397421,0.020444414,0.06599527,0.17819788,0.051516388,0.11200665,0.333679,-0.023043422,0.1269272,0.13809036,0.17190838,0.3284191,0.41888398,-0.12952046,0.18376516,-0.08662772
favor,0.08484893,0.16058256,0.015089208,-0.14928813,0.038451258,0.004089277,0.012454825,0.1679693,-0.010291235,-0.16070804,0.07265325,0.01655407,-0.077825,-0.16271366,-0.069464676,-0.018708633,0.04706411,-0.1971568,-0.28898928,-0.2949604,0.20271508,0.10307612,0.20154336,-0.086663,-0.11850381,-0.1439401,-0.11949106,-0.25058863,-0.13350306,-0.010060586,0.08275109,0.10533134,0.024458712,-0.04078697,-0.0059084906,0.04627048,-0.2269182,-0.19814327,-0.16558035,-0.29659998,0.37833753,-0.10814657,0.02205117,-0.058165535,0.062103655,-0.25639015,-0.15174067,0.011022739,0.07927462,0.22814824,0.2161284,-0.21468374,-0.08303275,0.007936405,-0.19600539,-0.06845957,0.10516251,0.047612887,-0.15484646,-0.054161806,0.10292518,-0.0901519,0.05189259,-0.20408781,-0.1718643,0.36549228,0.025444588,-0.09019625,-0.351684,0.07811279,-0.19278675,0.13560393,0.04228439,-0.06758946,-0.029593127,0.062011655,0.050345894,0.030188708,-0.43689156,0.40744537,-0.0367259,-0.010676465,-0.09889251,0.27992898,-0.19759037,0.054422736,0.11672428,0.34851083,0.15329923,0.077878855,0.20579864,0.20079343,-0.13598682,0.03097263,0.31183589,0.0126073,-0.031924482,-0.16508809,-0.052222718,0.0035788247
implied,0.27453473,0.21053605,-0.03311459,-0.062192164,-0.04918556,-0.35512218,0.11738678,0.39281398,-0.037584495,-0.18367392,0.18582411,-0.07688997,0.08275553,-0.08350244,-0.008020586,-0.05813752,0.16831458,-0.2583083,-0.29324865,-0.36349213,-0.03945315,0.13897623,0.17990914,-0.069026895,-0.10883369,0.10965938,-0.104598336,-0.19098909,-0.032536812,-0.0919053,0.19204627,0.012778788,0.20827387,-0.045344986,-0.16406254,0.092585094,-0.04751183,-0.23589106,-0.19226703,-0.37147465,0.09866489,-0.055143747,-0.032283615,-0.1738409,0.18287547,-0.11074044,-0.052727792,-0.15935142,-0.03801117,0.102253586,-0.030692564,-0.2993841,-0.1482379,0.20506062,-0.079217084,0.026943373,0.06293064,0.044683844,-0.01036145,0.20236872,0.023490988,-0.20698859,0.025860393,0.08180868,-0.17291977,0.40728572,-0.030058067,0.06727747,-0.26384518,0.20583844,-0.08859793,0.03416413,0.16461286,-0.06389496,0.022436738,0.06827299,0.018843843,0.12789918,-0.47779113,0.22030763,-0.13360244,0.019366179,-0.18482187,0.1578339,-0.16476133,0.010420519,0.15359034,0.29527298,0.16542134,-0.042072125,0.14367655,0.045379218,-0.013344826,0.15575607,0.32492378,0.10322435,0.11351079,0.04459031,-0.024345757,0.042016666
election,-0.0775766,0.13221686,0.101322465,-0.041265316,0.19967166,-0.31291932,-0.106526084,0.34293145,-0.06921916,-0.0056407293,0.07941213,-0.18749356,-0.19654438,-0.017730238,0.057863355,-0.06964635,-0.0062091113,-0.19831859,-0.07021225,-0.13967423,0.07103559,0.107005276,0.16227715,-0.08675589,-0.064162515,-0.16528398,-0.08153288,-0.0220233,-0.16565906,-0.0039470657,0.13694969,-0.09096859,0.014493069,-0.027399527,-0.01931884,0.18665452,-0.060333673,-0.08558146,-0.09539457,-0.33567798,0.18418841,-0.20798774,-0.0858597,0.032936428,0.105561584,-0.23833276,-0.2268716,0.010059778,0.03848802,0.13149361,0.005217711,-0.07256643,0.03344205,0.10659811,-0.08401428,0.0684348,0.1302915,-0.06556068,-0.1540894,0.13584194,-0.10451217,0.059661634,-0.03254011,-0.12716235,-0.10532281,0.31770307,0.06643771,0.18129711,-0.0854514,0.046636775,-0.0049159247,-0.013301438,0.16795306,-0.09992693,0.17528518,0.2538605,0.0018864209,-0.072391786,-0.24460833,0.06964689,-0.17577147,0.1034503,-0.09066297,0.11909694,-0.11433206,0.100602716,-0.05261326,0.27855885,0.18096828,0.14266387,0.20565598,0.09899609,0.033028886,0.07050443,0.30270207,0.19454944,0.1641567,-0.069118604,0.0578593,-0.07819933
intermediate,0.19588569,0.12580574,-0.25789845,-0.15899137,-0.08980463,0.0043634726,0.06829271,0.2564952,-0.14320448,-0.16825524,0.062914364,0.0045966213,0.10863323,-0.061493907,-0.13928322,-0.05888001,0.1830813,-0.32861245,-0.40400138,-0.32590765,0.10003692,0.1337887,0.18701053,-0.1890613,-0.06414737,-0.12913682,-0.2509665,-0.34323883,-0.07055232,-0.0579326,0.25280017,0.2522673,0.16735567,-0.061501697,-0.12269713,0.11304594,-0.24817368,-0.39027625,-0.31573263,-0.37171,0.22962588,-0.069347456,0.027395511,-0.015293042,0.14707628,-0.20347054,-0.016387982,-0.059769943,-0.020654019,0.15527274,0.099445045,-0.4027045,-0.1605953,0.24334733,-0.064786136,-0.0062579047,-0.028681844,0.097459376,0.0023018422,0.06560814,0.18167569,-0.21078463,0.013055257,-0.015081278,-0.20122597,0.47197765,0.0477618,-0.07293674,-0.49510872,0.20134453,-0.24563529,0.23722075,0.117435284,-0.13368131,-0.07959971,-0.1669509,0.06176125,0.053301945,-0.47506228,0.45514444,-0.027384095,-0.10755624,-0.2384874,0.34416702,-0.21349372,0.024004722,0.3308225,0.4219972,0.2245469,0.1125224,0.11893223,0.16755685,-0.21521463,0.1413202,0.29530248,0.053625137,-0.016034152,-0.059622135,0.13939233,0.07110807
