,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
pan,-0.13970709,0.12956281,0.09291522,0.048685964,0.1626027,-0.059532195,0.045194503,0.21149214,-0.19113758,-0.16704427,-0.06396379,-0.2657703,-0.13347286,0.15649226,0.013835612,-0.14753503,-0.11365325,-0.08187011,0.028010696,-0.22071019,0.14941531,-0.08625792,0.2383291,-0.06231475,0.015475654,-0.09354629,-0.113909125,-0.032210894,-0.11534645,-0.05406896,0.37966344,-0.15406808,0.16100064,-0.03623531,-0.015831476,0.15102907,0.06855616,-0.18460119,-0.18972786,-0.17750612,0.125567,-0.23258756,0.012947677,-0.023619834,0.033314973,-0.14989,-0.19756328,-0.028047733,0.17290705,0.040973373,0.116731636,-0.21798447,-0.07576817,0.033850607,-0.15283148,0.21122597,0.016207043,-0.08889965,-0.30524236,0.08007748,-0.019302431,0.09781501,-0.0351749,0.14698823,-0.072864376,0.09796688,0.0058085886,0.18092348,-0.08330084,0.25321624,-0.07092564,0.10860919,0.098059215,0.12581156,0.2953764,0.02594442,0.08537371,-0.14046764,-0.17340486,0.036720645,-0.07795666,-0.15308954,-0.103422165,0.21538012,-0.018438863,0.13668978,-0.06691603,-0.1960729,0.1259843,-0.033210874,0.20422907,-0.02166485,-0.044529274,-0.06845152,0.19553688,0.12548238,0.01628918,-0.12030645,-0.036631297,0.11937938
participants,-0.18851994,0.08390059,0.07956083,-0.07291512,0.08796872,-0.033366267,0.16578181,0.13546416,-0.11243146,-0.15705527,-0.099203765,-0.26246846,-0.08386419,0.061223477,-0.031280115,-0.11699359,-0.05423929,-0.06228076,-0.01354898,-0.27350622,0.1772599,-0.011706901,0.31308487,-0.0125746,-0.0041144146,-0.10629514,-0.08930554,-0.061701108,-0.1592003,-0.0030941232,0.4064813,-0.108354315,0.21795364,-0.034912117,-0.022754537,0.045509014,0.05769033,-0.26607838,-0.20406139,-0.13642283,0.060538612,-0.24990514,0.07138901,-0.03648985,-0.011022741,-0.119766615,-0.13415603,-0.05607369,0.17309827,0.06502703,0.14745362,-0.20632961,-0.020268457,0.10425918,-0.1045565,0.22610398,0.11015275,-0.08102038,-0.22103795,0.18006663,0.0593583,0.057674214,0.003921772,0.08689155,-0.06606973,0.01161171,0.021230944,0.16928563,-0.06772968,0.24913329,-0.096338294,0.1008708,0.06464228,0.12154863,0.25673738,-0.0005291054,0.0014744867,-0.033230815,-0.11268563,0.042246815,-0.080199435,-0.11601406,-0.13232736,0.18101902,-0.11021434,0.0779906,-0.018335463,-0.09941484,0.047816057,-0.10654001,0.17381632,-0.027461054,-0.015591249,-0.08310582,0.19679162,0.060311195,0.068476886,-0.12844561,0.11785716,0.018325923
holds,-0.13427906,0.15051189,0.09483723,-0.003537368,0.12337352,-0.021758363,0.03819508,0.13462889,-0.11463319,-0.092726246,-0.11338939,-0.22736822,-0.15800901,0.15544586,-0.010334586,-0.13375261,-0.08237563,-0.081235856,-0.039780352,-0.22895965,0.14663053,0.0087184915,0.20245306,-0.09899526,0.028335754,-0.045006387,-0.10965214,-0.040467292,-0.12855092,-0.02181301,0.36825013,-0.111249186,0.092855886,0.0032185258,0.010119425,0.10054187,0.03303195,-0.19353701,-0.1543323,-0.19975346,0.12057429,-0.18820848,0.024309428,-0.049872443,0.045163125,-0.110965654,-0.21709232,-0.017129492,0.22105365,0.050238963,0.13647866,-0.27675202,-0.053399127,0.064917795,-0.124146424,0.257186,0.017273182,-0.0820031,-0.2404809,0.09901185,-0.048698723,0.088692345,-0.062000345,0.15218146,-0.04385975,0.059370566,-0.07063749,0.15839522,-0.056939945,0.20613818,-0.093228474,0.07167147,0.12402889,0.044826616,0.21381047,-0.020965757,0.06748858,-0.11330757,-0.13121605,0.025929296,-0.0789932,-0.16112854,-0.10509612,0.21603374,-0.014467008,0.0920166,-0.040469963,-0.12959553,0.12420742,0.0053178575,0.15511338,-0.028074507,-0.014680152,-0.12743552,0.1745196,0.1472757,0.023048554,-0.07281485,0.025412196,0.07732393
viewed,-0.14744666,0.15622482,0.10094563,-0.05917857,0.11378667,-0.06921643,0.013096707,0.076027334,-0.04777176,-0.085564114,-0.19670768,-0.20794292,-0.1997119,0.2292442,-0.032359775,-0.14306897,-0.09369646,-0.08731371,-0.0715354,-0.20040224,0.1849793,0.09368817,0.22702858,-0.13726833,0.08367021,0.017376183,-0.12371084,-0.035893243,-0.15985088,-0.015139804,0.37361333,-0.113562584,0.030400027,-0.008650497,0.022328274,0.028553588,0.040067006,-0.19740582,-0.106951654,-0.17535487,0.11981305,-0.12576658,0.04473588,-0.041298777,-0.007848775,-0.1271511,-0.21147418,-0.03771191,0.25609228,0.06394213,0.15407982,-0.3683469,-0.02502006,0.096664526,-0.15470372,0.24919803,0.05673654,-0.11403634,-0.2075669,0.051172566,-0.043703843,0.10532105,-0.09355253,0.08657929,-0.011588733,0.07125118,-0.11041457,0.1724439,-0.07669868,0.22731264,-0.114170894,0.11186546,0.1528297,-0.022737207,0.23119742,-0.0690256,0.036399465,-0.10114562,-0.11079168,-0.035950635,-0.18884915,-0.09280393,-0.17197601,0.19871667,0.050172146,0.006724232,-0.041702364,-0.10058114,0.12550394,-0.016716843,0.110608436,0.022716552,0.038764983,-0.16384359,0.15908314,0.16935192,0.11154016,-0.018849581,-1.600125e-06,0.038217995
structured,-0.13554506,0.0782189,0.07123805,0.06888377,0.17473058,-0.11231828,-0.06019201,0.12827952,-0.08085285,-0.20114797,-0.09896918,-0.18559825,-0.29164732,0.24262784,0.05878954,-0.13365933,-0.11599979,-0.04580621,-0.06612657,-0.1464,0.0886886,-0.051575027,0.13646878,-0.15455985,0.06126065,-0.027079776,-0.14550275,0.05960382,-0.008099484,-0.009769876,0.36475015,-0.17843999,0.021981496,-0.011781463,0.06338538,0.12231173,0.09302736,-0.13353448,-0.07590255,-0.17918988,0.17693499,-0.1579741,0.057725377,-0.033107143,0.08200774,-0.16545664,-0.2087822,0.07886101,0.31610838,0.047848247,0.2139351,-0.34360686,-0.04543049,0.022484982,-0.28654337,0.3702967,-0.061389253,-0.11141646,-0.16899155,-0.007407068,-0.079677954,0.1894658,-0.045198712,0.15120324,-0.005549922,0.19535676,-0.020111179,0.1909183,-0.09386234,0.2477095,0.015945192,0.12971452,0.20807076,0.13944834,0.26055092,0.000927116,0.10691236,-0.1606301,-0.11590153,-0.041773994,-0.118987374,-0.13954985,-0.1427921,0.1420685,0.08807621,0.11460965,-0.085319616,-0.25977865,0.10438059,0.049211856,0.16205794,-0.051544882,0.003930171,-0.13533135,0.08173463,0.12966743,0.058239907,-0.010923165,-0.039307542,0.06544664
healthcare,-0.08592607,0.15074462,0.1310365,0.02449182,0.14682457,-0.043966033,0.06681669,0.19363274,-0.14774716,-0.0995383,-0.12383053,-0.26660347,-0.10513425,0.10254386,-0.042610012,-0.10706092,-0.039424993,-0.08444903,0.01836968,-0.23406155,0.18620548,-0.062207334,0.21482252,-0.118102305,0.04277948,-0.052344684,-0.14419536,-0.049279314,-0.15254492,-0.05734335,0.40033838,-0.10100337,0.11869809,-0.04709174,-0.0036219256,0.10188807,0.03981683,-0.2013808,-0.20334256,-0.20325075,0.054836836,-0.20679234,0.0042646304,-0.042604927,-0.026336335,-0.16016722,-0.20910254,-0.052137956,0.19053842,0.050380796,0.16757,-0.2695735,-0.059622016,0.06343955,-0.13944395,0.2079839,0.027705358,-0.091314845,-0.30489308,0.10625908,-0.015262559,0.05365827,-0.021588081,0.16300564,-0.0696801,0.06430195,-0.043466035,0.1915636,-0.086707175,0.22058138,-0.10507188,0.06545432,0.1149188,0.0622685,0.25560096,-0.038472574,0.057265136,-0.08023051,-0.115414865,0.03208077,-0.11764437,-0.11270776,-0.09104992,0.21593961,-0.081198774,0.10716157,0.0015801194,-0.110979974,0.15172608,-0.0622491,0.1689247,0.011854032,-0.03404397,-0.0980344,0.22383669,0.17391497,-0.006160191,-0.06919888,0.022931756,0.05648809
deteriorated,-0.111941166,0.11005777,0.13335438,-0.05302206,0.14583981,-0.05746245,0.18792446,0.24822104,-0.09156034,-0.18847981,-0.122503206,-0.29191223,-0.07646865,0.03367476,-0.0805299,-0.08318327,0.009405616,-0.05726168,0.03703863,-0.30990478,0.2257556,-0.018826095,0.32312134,-0.06014893,0.013838788,-0.041792233,-0.138774,-0.046332285,-0.18453375,0.022256875,0.4031309,-0.12076689,0.2355723,-0.10131579,-0.017590316,0.04112938,0.054319467,-0.2879524,-0.24920884,-0.18510915,0.02104193,-0.22130421,0.061555922,-0.049741663,-0.012831186,-0.12135427,-0.17027956,-0.13753343,0.20226383,0.07750876,0.10603784,-0.20787747,-0.005940351,0.14202496,-0.1002507,0.14385779,0.067198314,-0.10437986,-0.24466641,0.15771148,0.035555553,0.03299198,-0.020480134,0.15483318,-0.12316152,0.009823606,0.013170265,0.21638644,-0.07248417,0.27121204,-0.15937424,0.06946053,0.015378286,0.065232605,0.26270092,-0.052008133,0.008429956,0.018589104,-0.1468428,0.10119228,-0.08866995,-0.08157067,-0.11959252,0.24832536,-0.1725219,0.11882004,0.021559082,-0.047140654,0.075901635,-0.14064993,0.18473054,-0.016861297,-0.06884942,-0.10690898,0.30061162,0.1290428,-0.026161458,-0.095286876,0.1510303,0.04007551
cars,-0.038717132,0.13539228,0.18173687,-0.01775759,0.10359885,-0.06344345,0.1681769,0.20884375,-0.06944433,-0.1064256,-0.12789819,-0.28755528,-0.052659098,0.047715172,-0.10330392,-0.060256526,0.04781018,-0.1135074,0.028761426,-0.24467213,0.23638575,0.02015653,0.2431818,-0.07732831,-0.0015329423,-0.012437152,-0.14852972,-0.05957288,-0.17745614,0.015247538,0.3686315,-0.10435378,0.14723513,-0.07103137,-0.0012035056,0.05291118,0.045114163,-0.26748586,-0.21827245,-0.21844617,-0.027430303,-0.20427234,0.021399034,-0.05096371,-0.07346407,-0.070722364,-0.18285619,-0.124058835,0.18626682,0.08590465,0.114479885,-0.2151169,-0.029645737,0.095376804,-0.09130764,0.09924898,0.061114475,-0.05347806,-0.26055178,0.14554098,0.033773243,-0.015056218,-0.04071382,0.1291977,-0.11150691,-0.00752297,-0.050266046,0.2270503,-0.05343644,0.18626098,-0.14456066,0.01622574,0.04437822,0.02305283,0.25992092,-0.027970975,0.02312816,-0.0018166704,-0.0852381,0.078529775,-0.053892758,-0.029604137,-0.059032444,0.24059574,-0.1415437,0.10961081,0.06128103,0.009571003,0.11666642,-0.11341093,0.11955253,0.00040932058,-0.08228941,-0.12070622,0.2769854,0.15279363,-0.09313384,-0.07404877,0.14285557,0.020331245
pension,-0.17790556,0.10090363,0.07760277,0.07359619,0.17128131,-0.062322356,0.018128049,0.12565146,-0.132354,-0.2072609,-0.10033711,-0.25325266,-0.1949179,0.17683838,0.023011532,-0.18184197,-0.10079772,-0.06561087,0.008725429,-0.1728636,0.111173354,-0.023152635,0.21182062,-0.10005766,0.046080243,-0.070227705,-0.12959017,0.034599498,-0.06536472,-0.026940666,0.3363411,-0.14892693,0.10278382,-0.025682412,-0.00111365,0.17140432,0.09260573,-0.15571652,-0.13312903,-0.13998753,0.16063786,-0.2147438,0.048228387,-0.015228623,0.022503152,-0.17860577,-0.1848738,0.025568465,0.23463956,0.011399948,0.15545842,-0.2530706,-0.029765034,0.040637493,-0.24377829,0.26786855,-0.009995105,-0.11674187,-0.2326542,0.04071493,-0.036015756,0.15932605,-0.028737176,0.14861383,-0.020045415,0.16131954,-0.02735846,0.19067962,-0.08544538,0.25302103,-0.04589802,0.15706682,0.15330483,0.11717361,0.29448873,0.0060723065,0.07203523,-0.17630678,-0.13926879,-0.035257507,-0.10321016,-0.16011554,-0.15944858,0.15432674,0.03225347,0.110518076,-0.06841592,-0.23069715,0.1386638,0.00016107356,0.1852553,-0.036788702,-0.04188304,-0.097812116,0.1410606,0.12060235,0.020144269,-0.06873118,-0.047692288,0.069526784
msfj,-0.13604762,0.135874,0.06174366,0.05769414,0.14995126,-0.05718375,-0.05925566,0.15463094,-0.14436941,-0.08748942,-0.15899798,-0.26810646,-0.2284107,0.19138889,0.002687042,-0.1048084,-0.17741533,-0.07497524,-0.0546559,-0.13614523,0.12634179,-0.03768779,0.15088189,-0.18506269,0.0710148,-0.019125016,-0.13430808,-0.058424745,-0.12376634,-0.08594057,0.4238091,-0.12761769,0.025583833,0.027149243,0.029150661,0.13844746,0.028279608,-0.17624176,-0.11454757,-0.22852929,0.19093575,-0.240052,0.009259094,-0.0483804,0.034649868,-0.16974546,-0.26761088,0.06795578,0.19834182,0.035497356,0.2186334,-0.40892228,-0.08892983,0.050871335,-0.19705275,0.36623523,0.017589416,-0.10606724,-0.29658335,0.061713867,-0.046470676,0.11366198,-0.024295636,0.08980245,-0.0073233494,0.17746821,-0.062085774,0.18868884,-0.08974197,0.17399918,-0.03940814,0.09350388,0.26857787,0.075963855,0.23355773,-0.000639261,0.10560641,-0.19229195,-0.115828745,-0.046669044,-0.16761953,-0.1863846,-0.14582418,0.19045384,0.041012105,0.038101558,0.0016899823,-0.19528647,0.13822524,0.054856822,0.14689264,0.05092136,0.03317536,-0.097599685,0.1402377,0.21042517,0.08884592,-0.041848462,-0.06396892,0.028478868
lp,-0.081879474,0.12215954,0.15607302,0.013360203,0.13628303,-0.11689535,-0.11451663,0.14645602,-0.03441761,-0.07206423,-0.18870279,-0.27734828,-0.2930491,0.23021305,-0.022242943,-0.08191798,-0.19003281,-0.10191331,-0.12326004,-0.09400748,0.0709722,0.06262878,0.07843268,-0.22836964,0.061580736,0.07380253,-0.18938161,-0.07179347,-0.08115621,-0.029205035,0.3912649,-0.11501372,-0.045097496,0.0345044,0.032707,0.1450795,-0.0063238293,-0.18029702,-0.10142336,-0.262368,0.18095767,-0.18935043,-0.003395998,-0.09584875,0.08332172,-0.14440246,-0.27087712,0.10727629,0.24046856,0.04924655,0.27468213,-0.48762703,-0.05190441,0.03751292,-0.22544873,0.3985926,0.013526964,-0.08942234,-0.2336007,0.020597583,-0.06049237,0.10164714,-0.08767122,0.03786793,-0.010814082,0.13715792,-0.09663525,0.18296142,-0.0824663,0.15500627,-0.039094083,0.041064367,0.30295065,0.011334126,0.17090516,0.067735605,0.12066547,-0.22547677,-0.07290697,-0.054992832,-0.14255367,-0.10497367,-0.13457973,0.18567741,0.057717424,0.032766983,0.034815945,-0.14727226,0.10659567,0.111125685,0.10742725,0.072622254,0.017629776,-0.12695669,0.10535602,0.23241305,0.07566688,0.02908834,-0.04670071,-0.03599033
hikers,-0.12892467,0.088062905,0.07291893,-0.040865988,0.097820796,-0.047170825,0.11492292,0.17759115,-0.119643204,-0.14173567,-0.041579258,-0.21813962,-0.087841645,0.10405081,-0.038869202,-0.088541426,-0.04930807,-0.01254012,0.0006278553,-0.23744409,0.14821777,-0.058187798,0.29062864,-0.0142679745,-0.03767462,-0.055335734,-0.10002166,-0.0617076,-0.13001609,0.008293028,0.39699253,-0.100299105,0.18963987,-0.037453663,-0.007164487,0.046679575,0.0215369,-0.28282678,-0.16322829,-0.17029114,0.057773843,-0.20853892,0.0074561783,-0.04154483,0.05137206,-0.05791231,-0.11799303,-0.030707713,0.17416707,0.06174427,0.1356286,-0.189467,-0.06444163,0.052851714,-0.056187954,0.19731341,0.08313468,-0.068422,-0.20377958,0.12679061,0.012196699,0.045885704,-0.031870306,0.092864744,-0.08018644,-0.04433359,0.056068033,0.13396816,-0.07591751,0.25909245,-0.06097992,0.0601921,0.03310107,0.14961562,0.20396294,0.028442912,0.019672733,-0.021955417,-0.13409805,0.08476671,-0.05662475,-0.08403328,-0.043809637,0.20466055,-0.10107009,0.10289532,-0.027284766,-0.06798066,0.01455156,-0.08292372,0.19092497,-0.015006503,-0.026927263,-0.065854676,0.17781033,0.057007745,0.07656753,-0.10833222,0.06896786,0.036235813
y,-0.18535195,0.1453253,0.182928,-0.041704368,0.080237776,0.08326214,0.15155612,0.119424194,-0.23119116,0.057534628,-0.19905876,-0.4618561,-0.023416998,-0.067807816,-0.11888646,-0.15171386,-0.027393367,-0.25079554,0.08886297,-0.14096367,0.28731903,0.012060351,0.2005407,-0.15890554,0.07843777,-0.123844415,-0.04944799,-0.10746953,-0.2571255,-0.16797803,0.3104307,-0.0301472,0.19156176,-0.071680665,-0.14237888,0.08998843,0.0543528,-0.16816226,-0.21640973,-0.14499524,0.04421982,-0.3061821,0.07166148,-0.0039838287,-0.2887821,-0.2449943,-0.1914428,-0.09042145,-0.035061885,0.0033259126,0.097670704,-0.20482802,0.057786316,0.16389716,-0.1017376,0.069673195,0.17301641,-0.037235774,-0.38617384,0.17938817,0.12151624,-0.06510646,0.08419164,0.04364155,-0.002407168,0.1386604,-0.09388716,0.20305453,-0.069196425,0.013906417,-0.22129576,0.12302861,0.1457934,-0.07711798,0.35035723,-0.03262164,0.051155444,-0.106745765,-0.11851396,-0.058002397,-0.15742473,-0.13724327,-0.23033759,0.15142828,-0.15752801,-0.062006686,0.1309505,0.014270352,0.245768,-0.11534564,0.02495367,0.124447,-0.07316058,0.018283507,0.30588305,0.20295957,-0.06233648,-0.053705074,0.01447325,-0.10160561
float,-0.10179407,0.05418379,0.064607285,0.015592627,0.23504087,-0.06891796,0.12713319,0.2923303,-0.22747284,-0.23170806,-0.049241267,-0.3271549,-0.10662079,0.09284268,0.016089011,-0.0543429,-0.08411576,-0.041502148,0.06467755,-0.16969122,0.18940753,-0.16218431,0.26984185,-0.13802123,0.12244159,-0.10203482,-0.1414989,0.020485487,-0.14569339,-0.15385556,0.38920122,-0.112207696,0.14636238,-0.08606136,-0.03714381,0.13884886,0.029746464,-0.24511278,-0.17762141,-0.1626187,0.16034745,-0.24389923,-0.06518298,0.0007144955,-0.01599906,-0.16495976,-0.23764446,0.0013042865,0.16223484,0.039776843,0.21669006,-0.27698693,-0.11222397,-0.004483192,-0.1420196,0.2539445,0.042485286,-0.13088176,-0.27951407,0.07561401,-0.090645194,0.060392056,0.04167513,0.14573808,-0.09391661,0.1510413,0.08207843,0.21199782,-0.12456361,0.27545828,-0.047431488,0.19036834,0.15747195,0.16747753,0.2771854,-0.04885807,0.041729342,-0.15240186,-0.15707123,0.09307249,-0.19270004,-0.09787833,-0.054220337,0.24849245,-0.14397049,0.09156191,-0.0028497004,-0.20929727,0.07998119,-0.14924687,0.21134141,0.09788028,-0.012861386,-0.016479196,0.19020201,0.19294839,0.108870715,-0.06256899,-0.054607943,0.075581685
pgs,-0.11002592,0.07345005,0.08619116,-0.011529949,0.12432814,-0.085923105,0.06293762,0.1706526,-0.04532489,-0.18914816,-0.053699385,-0.1834798,-0.18368046,0.1283926,-0.0076337503,-0.07373696,-0.072806805,0.0078105093,-0.048881248,-0.18924145,0.10701926,-0.05658134,0.20049717,-0.054268852,-0.005309748,-0.026285242,-0.11165452,-0.023218542,-0.082623094,0.026895888,0.37139907,-0.12037435,0.12122977,-0.026603054,0.024558222,0.06985882,0.044399418,-0.22428079,-0.13253011,-0.15327966,0.0984702,-0.15954036,0.035129026,-0.04866346,0.07650646,-0.08624861,-0.12754998,-0.023561014,0.21999063,0.066292554,0.17965002,-0.2447349,-0.059255287,0.026001742,-0.11949669,0.27683547,0.008377551,-0.085343376,-0.14308363,0.07790522,-0.035031363,0.086938046,-0.012879215,0.11161929,-0.07239583,-0.0020055352,0.042117402,0.14022993,-0.08231338,0.25217018,-0.007873587,0.039130002,0.07921857,0.13434511,0.16010022,0.027972216,0.09654286,-0.07382849,-0.10041937,0.052961048,-0.079710186,-0.08545331,-0.040589593,0.15999097,-0.07223679,0.115561314,-0.041631002,-0.14509188,0.017225161,-0.03210652,0.19064291,-0.06571346,-0.016611531,-0.11963429,0.11223237,0.09930869,0.061302368,-0.05970017,0.07025463,0.048948582
gsama,-0.10394512,0.20549096,0.12892711,0.0015803558,0.11973023,-0.04693453,-0.096299574,0.08973503,-0.05843694,-0.036058426,-0.20456667,-0.19400036,-0.25444242,0.29100433,0.003120228,-0.11421612,-0.15099263,-0.102824464,-0.13043326,-0.20942742,0.1077332,0.10037557,0.13889115,-0.19898362,0.07109069,0.05782978,-0.15090841,-0.075804524,-0.127579,-0.011234189,0.3961238,-0.10929472,-0.06865059,0.06541652,0.070830524,0.11607594,-0.0047195656,-0.2064217,-0.12506372,-0.28390196,0.1874069,-0.13797453,0.001065917,-0.054556604,0.12632264,-0.1020986,-0.32000455,0.081748515,0.30063254,0.04907857,0.21198066,-0.43533024,-0.11678915,0.11656074,-0.1778492,0.38953784,-0.030449249,-0.11579248,-0.25427407,0.03748087,-0.114896156,0.14061594,-0.16212624,0.1615423,0.00763887,0.08979682,-0.16299757,0.12590441,-0.05193808,0.20873849,-0.09173577,0.048031382,0.22298816,-0.012235113,0.1700274,-0.039555673,0.13785918,-0.18476741,-0.08081913,-0.0040870328,-0.114688024,-0.15254968,-0.10720893,0.24077216,0.0959034,0.073077165,-0.052805804,-0.13392477,0.16065957,0.14252865,0.15109883,0.022757879,0.020971438,-0.18036216,0.120438494,0.2126888,0.042950995,-0.030725177,0.015429961,0.0865414
gsami,-0.0778664,0.22564733,0.14036147,-0.042426065,0.07498331,-0.075823456,-0.14415495,0.097178034,-0.017508373,0.0144608505,-0.23638025,-0.20105864,-0.25243258,0.25612164,-0.004719091,-0.07246175,-0.19118764,-0.0911243,-0.13691093,-0.21250348,0.08893772,0.11137435,0.15088359,-0.21461904,0.054926075,0.1073136,-0.1948252,-0.14555092,-0.120817505,-0.03484313,0.39659294,-0.09177981,-0.07331719,0.112796694,0.06177041,0.10058726,-0.06676441,-0.20352699,-0.13931286,-0.31610027,0.19649,-0.1208243,-0.03666346,-0.106057204,0.13125415,-0.06935239,-0.31806085,0.07733507,0.276821,0.067711435,0.2613439,-0.4734088,-0.118703894,0.09773325,-0.100757144,0.34979492,-0.0064977063,-0.09941959,-0.2706195,0.03718113,-0.07806939,0.071479335,-0.17590304,0.10111608,0.018305257,0.049168445,-0.19705501,0.11104983,-0.07244459,0.18017209,-0.11234859,0.01882302,0.25607938,-0.047445957,0.10717495,0.02018953,0.13763192,-0.19426979,-0.08136701,-0.033449247,-0.07684274,-0.14476857,-0.07894702,0.29167166,0.08606799,-0.00163241,0.00013189089,-0.068491675,0.17598227,0.1879923,0.13779044,0.06095199,0.012219617,-0.1551602,0.14390229,0.22717915,0.03698782,0.024428407,0.01587774,0.022360599
carefully,-0.09625629,0.10022483,0.09780342,-0.0054762675,0.12136397,-0.071329325,-0.032381356,0.1174152,-0.023221102,-0.14515366,-0.13919896,-0.17291613,-0.25181827,0.24093018,-0.020670323,-0.08052291,-0.12847796,-0.053854566,-0.095347285,-0.18552575,0.12930523,0.061859626,0.1542724,-0.13200782,0.058768287,0.031596527,-0.120688915,-0.0071884566,-0.07453301,0.0212975,0.3636861,-0.12471292,0.030577157,0.017078117,0.06684761,0.09105767,0.052995097,-0.21113591,-0.11199265,-0.20324641,0.17439134,-0.15564989,0.045931358,-0.05389758,0.107623264,-0.0919482,-0.23268375,0.030208642,0.29608417,0.053790946,0.19574569,-0.35571405,-0.06655755,0.071899466,-0.1778539,0.34426814,-0.010691231,-0.10882163,-0.15250166,0.05643725,-0.06068701,0.12145335,-0.093715444,0.114577696,-0.013107482,0.08086068,-0.06046914,0.147753,-0.051564317,0.21331793,-0.035994988,0.05170298,0.1714741,0.055884287,0.18067098,-0.011165088,0.105445206,-0.141984,-0.07190981,0.024852354,-0.10327593,-0.113065906,-0.08991773,0.16590644,0.05232116,0.08362605,-0.061360795,-0.16976961,0.06773905,0.04571518,0.13532998,-0.0061524482,0.01994115,-0.16559613,0.09225881,0.14457257,0.06641571,-0.021845423,0.049866173,0.055150457
proxy,-0.15403084,0.027761359,0.041955102,0.016645454,0.18231437,-0.046665117,0.18721403,0.20594229,-0.1303578,-0.23727275,9.072028e-05,-0.2863995,-0.13206547,0.068339795,-0.037601918,-0.08766296,-0.024437012,-0.03642897,0.028733946,-0.16944146,0.20992859,-0.08143463,0.24151465,-0.022867424,0.033907056,-0.15632184,-0.03972565,0.010545099,-0.11253705,-0.024077289,0.3692651,-0.1664529,0.2378205,-0.12761615,-0.017176384,0.12092828,0.1369219,-0.24390985,-0.17079283,-0.12832339,0.086710766,-0.2897883,0.07639277,0.024124915,-0.0018143066,-0.19361524,-0.15961611,-0.08469275,0.18629004,0.043007467,0.093364395,-0.14994721,0.015183287,0.059104323,-0.16271017,0.2426098,0.07316899,-0.11751742,-0.18060565,0.14140488,0.022943445,0.10866292,0.03271203,0.111228764,-0.0801229,0.1279582,0.065591745,0.2206568,-0.06550224,0.24324134,-0.040330287,0.12518471,0.056193415,0.18486784,0.33593962,-0.029852627,0.024618668,-0.08304794,-0.16746897,0.044042062,-0.12933485,-0.103324175,-0.156753,0.1330983,-0.10469404,0.14417365,-0.061888933,-0.21517198,0.06628382,-0.18538727,0.19155581,-0.043930437,-0.017358396,-0.048694916,0.17840059,0.08482479,0.069804095,-0.1322694,0.026813539,0.04853846
gsamlp,-0.095453024,0.21789236,0.14803153,-0.011747174,0.08251522,-0.067373514,-0.122867614,0.11074271,-0.034064002,0.017979793,-0.21450743,-0.20345499,-0.22248663,0.2577437,-0.01935243,-0.08768776,-0.1707811,-0.09490931,-0.121953666,-0.19004124,0.083927505,0.097957194,0.13462552,-0.19854002,0.047938954,0.0761702,-0.16920938,-0.13088696,-0.12576944,-0.023690118,0.38131663,-0.08418102,-0.07898063,0.09068427,0.05546237,0.11358829,-0.05190133,-0.21714635,-0.13553472,-0.3021556,0.18931782,-0.13879764,-0.04502382,-0.09346744,0.10658831,-0.064529076,-0.30013797,0.065370925,0.25515524,0.05062011,0.23853429,-0.44634724,-0.11074692,0.07060144,-0.10919305,0.3507709,0.004249154,-0.08479172,-0.2734254,0.043203868,-0.07158746,0.06926123,-0.16332176,0.108950585,0.021454098,0.061291322,-0.17646173,0.10783833,-0.068113275,0.14592002,-0.10015688,0.018760707,0.23759392,-0.03551342,0.1289501,0.023909071,0.14002432,-0.20166871,-0.08168688,-0.0146673545,-0.08011842,-0.14616527,-0.07884645,0.27373648,0.08144879,0.02604961,-0.014470643,-0.07926908,0.15177834,0.16169737,0.13259721,0.047121324,0.010969427,-0.15304907,0.124244146,0.22467726,0.038532875,-0.014303799,0.0077202045,0.037850212
