,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
invest,-0.115101725,0.06598454,0.036564603,0.116756484,0.25167078,-0.11473783,0.025405936,0.15485238,-0.11319251,-0.34904966,0.0001547438,-0.13315737,-0.27155772,0.31456837,0.051964294,-0.10111553,-0.057464357,0.018050827,-0.010546104,-0.16901359,0.09216879,-0.08814421,0.18417138,-0.09639425,0.10220161,-0.041309923,-0.1421747,0.17873594,-0.007366453,0.016319122,0.3587602,-0.2228912,0.05987584,-0.07245191,0.123399734,0.14951557,0.14517179,-0.19961677,-0.06658303,-0.111948855,0.2260345,-0.13914774,0.018316038,-0.015048331,0.113520935,-0.16601199,-0.21940723,0.06394213,0.39060706,0.076471925,0.20013493,-0.29263768,-0.13404515,0.0028981355,-0.34248185,0.40179446,-0.0860223,-0.1503956,-0.12326811,-0.023054015,-0.16017257,0.25307187,-0.06423924,0.24215282,-0.03457313,0.19388221,0.028365508,0.17280726,-0.062288526,0.3503675,0.07047269,0.1408903,0.13277505,0.2144417,0.24237283,-0.056150615,0.097991586,-0.13430083,-0.14584112,0.048713103,-0.16620314,-0.1038876,-0.080628194,0.15463677,0.07209026,0.22709003,-0.18444787,-0.32683182,0.08604972,-0.015138046,0.2329152,-0.101755716,0.0012478002,-0.15730833,0.0009394027,0.081190154,0.115186706,-0.05099039,-0.03921162,0.20536397
north,0.02626772,0.072682954,0.09434335,-0.15797475,0.11472681,-0.16756941,0.113473564,0.39423692,-0.06270943,-0.16459373,-0.029875211,-0.23399223,-0.15137301,0.2022418,-0.13765253,0.09799145,-0.20764133,0.08767567,-0.072788835,-0.21086575,0.1246906,-0.120551884,0.32732132,-0.12448668,0.048301455,0.093089506,-0.16895166,-0.15369008,-0.19722593,-0.03451902,0.5690761,-0.07845489,0.13170202,0.0062279063,0.0107223485,-0.024862649,-0.16860476,-0.45561323,-0.084617965,-0.3585177,0.22189279,-0.21686742,-0.09753478,-0.06550789,0.1829338,0.023013726,-0.21837759,0.030514918,0.18190624,0.12656409,0.3207999,-0.4541655,-0.20563897,0.019949505,0.098857425,0.37462196,0.17864308,-0.046431165,-0.25966388,0.06370841,-0.14230137,-0.036303163,-0.13352054,-0.03528708,-0.13031887,-0.07527541,0.19710837,0.14277987,-0.12555878,0.3007029,-0.037023354,-0.052458607,0.19615154,0.2187152,0.010135877,0.11486968,0.097341806,0.00414349,-0.16172111,0.20273465,-0.2249311,-0.016052809,0.09224492,0.34129182,-0.18477343,0.030648505,0.020746578,-0.030680452,-0.12660973,-0.10334592,0.2274159,0.21961552,0.024408659,-0.048036505,0.18430254,0.12938386,0.29057646,-0.011960191,0.036774162,-0.02000486
recommendation,-0.14140962,0.16610186,0.10370152,0.07268053,0.2159216,-0.14899343,-0.20869571,0.017172515,-0.008734417,-0.19339216,-0.243092,-0.13914806,-0.5244387,0.5331583,0.057323944,-0.16440311,-0.2470234,-0.06837646,-0.27915332,-0.08450498,0.08108463,0.14694792,0.04495935,-0.28394887,0.15274008,0.040735584,-0.140033,0.062458847,-0.022943094,0.031117685,0.4498368,-0.18114181,-0.19049963,0.069002286,0.1553555,0.17294611,0.07222615,-0.12536368,0.012680154,-0.31323054,0.3559236,-0.067219324,0.08433077,-0.04225532,0.18245117,-0.17829862,-0.38920093,0.19456829,0.50285023,0.040433615,0.33356616,-0.64099354,-0.13170353,0.06743324,-0.41736874,0.67713463,-0.14502226,-0.17722495,-0.12421324,-0.13622496,-0.2638173,0.33389893,-0.21721348,0.17823562,0.079314314,0.29605854,-0.17079586,0.16837725,-0.048669197,0.28091913,0.044666898,0.106173694,0.35670638,0.036189042,0.19805808,-0.060059045,0.2033923,-0.29688573,-0.07298001,-0.075820535,-0.2514714,-0.18183105,-0.15790497,0.120059565,0.3173616,0.1118071,-0.14053327,-0.342207,0.15509456,0.20807512,0.12501976,-0.06927495,0.14286605,-0.30647922,-0.053371675,0.25804394,0.20046164,0.06822946,-0.101947345,0.11466363
tighter,-0.28531602,0.20458819,-0.11665746,-0.22959347,0.0161066,0.01033698,0.22017612,0.023852132,-0.12132887,-0.013818269,-0.2407476,-0.15470792,0.01130365,0.07266459,0.05300656,-0.20515124,-0.025249263,0.16133705,-0.08505352,-0.62973475,0.15806082,-0.053454675,0.65507007,0.050322868,-0.09945349,-0.12116268,-0.14471222,-0.07549465,-0.18705694,0.089329794,0.6744628,-0.11820554,0.35847548,0.07709351,-0.048393723,-0.27924916,0.052451205,-0.29415202,-0.17791584,-0.081424914,-0.11217783,-0.23926668,0.14740263,-0.11689933,0.002111739,-0.043475144,-0.009004967,-0.15137073,0.36532876,0.16969872,0.25400773,-0.21648769,-0.042204343,0.23738728,0.048150763,0.22121277,0.13362251,-0.0928353,-0.20022577,0.31633747,0.20372507,0.051400736,-0.020136872,0.13653132,0.020891678,-0.19841899,0.09866921,0.16017903,-0.2120757,0.4685177,-0.23613276,0.04105543,0.036306165,0.24137183,0.22720887,-0.054936174,-0.12173516,0.18610553,-0.13354567,0.0050350246,-0.15377535,-0.19928302,-0.16528499,0.32638106,-0.084852785,-0.08366775,-0.0588359,-0.076356016,0.06501554,-0.15424055,0.26604187,-0.011353477,0.113819614,-0.15852731,0.3456968,-0.048956092,0.24355544,-0.14109422,0.3128162,-0.07708375
historically,-0.31469166,0.05944903,0.0071869525,0.06650983,0.19000255,0.027532136,0.26976874,0.12758802,-0.15568395,-0.33740228,0.1379683,-0.24981974,-0.1330356,0.076431595,0.019544287,-0.20710906,0.013607091,-0.016568607,0.032723054,-0.2759806,0.15228803,-0.107772134,0.27673092,0.106782384,-0.024641154,-0.26978847,0.012189626,0.02080154,-0.101667136,0.022122059,0.46370575,-0.19389242,0.33349398,-0.14428955,0.015131912,0.14465305,0.24330665,-0.30636188,-0.24995935,-0.09326902,0.052238412,-0.35999164,0.13653566,0.032042988,0.079762764,-0.19306003,-0.12716,-0.07549562,0.24252029,0.0657526,0.06225898,-0.0249243,-0.021142188,0.05828145,-0.20712927,0.3272361,0.050507702,-0.12542967,-0.2115271,0.22096573,0.02115367,0.17091952,0.051051844,0.24130653,-0.09171435,0.028202778,0.08038261,0.18326409,-0.022025457,0.40872222,-0.00681688,0.09110374,-0.09197359,0.2913228,0.34242222,-0.045376725,0.047014244,-0.056873996,-0.1747886,0.09222268,0.013345914,-0.23010173,-0.13462482,0.11361862,-0.116939954,0.30008653,-0.20330732,-0.2768087,0.02557679,-0.17448203,0.3310215,-0.28165874,-0.040150464,-0.10534722,0.11658836,-0.05269597,0.037859038,-0.2525794,0.10957111,0.17519246
team,-0.072162405,-0.04440395,0.13565448,-0.059184436,0.14712964,-0.23586443,0.03133292,0.1381123,0.18826486,-0.30231398,-0.18385604,-0.21651751,-0.4101487,0.26139098,-0.024971122,0.013931716,-0.15075049,-0.027455222,-0.23612514,-0.10976477,0.08980365,0.16900069,0.16575672,-0.10380805,0.06536817,0.11228228,-0.14680246,0.031630974,-0.050078362,0.15054728,0.40442103,-0.1625624,0.033909496,0.0046153567,0.038334347,0.08994462,0.06716086,-0.28625765,-0.03727324,-0.2415553,0.21023875,-0.1212663,0.08022895,-0.11517462,0.16915014,-0.0460467,-0.1865186,0.053455465,0.42305046,0.08924774,0.32361913,-0.49962726,0.022682369,0.024231333,-0.2806836,0.468129,0.053810712,-0.18197016,0.085872896,0.036364872,-0.04754995,0.12525658,-0.063302934,-0.035327423,-0.044489644,0.10289874,-0.019413058,0.2037037,-0.06266114,0.2609125,0.023029596,0.07243812,0.21437438,0.10195108,0.1593336,0.034889102,0.04624719,-0.13299023,-0.024045797,-0.0038701457,-0.15130879,-0.0034505913,-0.09682083,0.09787591,0.0056816814,0.030766658,-0.016577402,-0.17719837,-0.09292346,0.012357706,0.09446134,-0.045701973,0.05559009,-0.2141094,0.03501996,0.17437598,0.19647373,0.08806636,0.1297967,-0.08449025
wages,-0.064999975,0.087687194,0.1586672,-0.12625407,0.16941814,-0.07920151,0.38708872,0.30974936,-0.0887117,-0.24725138,-0.12877364,-0.36122268,-0.029031316,-0.058413982,-0.15176155,-0.044211145,0.19997902,0.026721172,0.015526158,-0.4384916,0.2622645,-0.03356724,0.52161133,0.057343967,-0.07476456,-0.019804165,-0.20586683,-0.061320387,-0.2173936,0.13338175,0.501674,-0.15961924,0.38984683,-0.1712737,-0.020965168,-0.082022086,0.06803174,-0.459721,-0.29458874,-0.21534067,-0.17418462,-0.23868057,0.097591,-0.14306168,-0.05482606,-0.012695979,-0.05712384,-0.218548,0.25945488,0.1623248,0.12339978,-0.18688197,0.039488196,0.16502716,-0.08881892,0.0897565,0.15003422,-0.11583038,-0.16455162,0.2572062,0.111620255,-0.008368724,-0.0028943962,0.21773219,-0.2257009,-0.13757405,0.08475177,0.2715088,-0.092083834,0.33958283,-0.14360718,0.017555522,-0.07483661,0.16348167,0.28974935,-0.03563673,-0.09562302,0.23254012,-0.122251086,0.1363859,-0.078308195,0.046490587,-0.02390547,0.26334015,-0.33643702,0.16469473,0.08509381,0.0822705,-0.059212923,-0.30867362,0.17959002,-0.06758196,-0.10059996,-0.15001847,0.38532174,0.040351916,-0.07442258,-0.13799132,0.34350014,-0.018157842
process,-0.066947445,0.08754856,0.09405943,0.044661757,0.18401982,-0.12050082,0.041395366,0.17001033,-0.024658276,-0.26254612,-0.063551724,-0.14863783,-0.25857052,0.25372538,0.027770592,-0.065385066,-0.05002034,0.029642444,-0.05515607,-0.17996413,0.08649755,-0.03705767,0.16625054,-0.13748276,0.06852791,0.02438972,-0.17444439,0.06750828,-0.015976813,0.059985355,0.36949867,-0.16774826,0.038656197,-0.04270435,0.11380216,0.06448558,0.06799059,-0.24013947,-0.09329295,-0.16780575,0.17572989,-0.10269329,0.0401023,-0.06706313,0.12897119,-0.09198157,-0.20820759,0.015974822,0.3837824,0.07526876,0.20699264,-0.31094447,-0.10727954,0.022507397,-0.25807697,0.37161827,-0.039388556,-0.10538477,-0.11120446,0.0073773433,-0.1275323,0.18533243,-0.11762075,0.17592533,-0.06434089,0.06675221,-0.014043757,0.17450516,-0.048701875,0.29900667,0.036029007,0.029939452,0.13401268,0.10946994,0.18266861,-0.019321946,0.13078475,-0.09450451,-0.1270745,0.07468968,-0.11052589,-0.08234517,-0.04607514,0.20298602,0.010426809,0.19916345,-0.110659815,-0.1940963,0.02983891,-0.010177706,0.19055565,-0.08922325,0.009551775,-0.18959084,0.06614168,0.1183961,0.07490179,-0.014832583,0.05781525,0.116641805
required,-0.18877873,0.24750295,0.08198654,-0.04256532,0.09189425,-0.014782005,-0.1029584,0.0075377077,-0.010037538,-0.019833,-0.21193577,-0.14707033,-0.2816263,0.35974094,-6.0440716e-06,-0.15196094,-0.15107974,-0.03329662,-0.1685839,-0.20132181,0.048063025,0.14799398,0.14751871,-0.17372511,0.041262913,0.066917084,-0.15304588,-0.14494543,-0.09852076,0.019109866,0.47093406,-0.108515166,-0.11011219,0.13823125,0.0907105,0.09875194,-0.004108475,-0.28225872,-0.07177747,-0.29200727,0.20055294,-0.12511927,-0.0016276255,-0.0898274,0.16549887,-0.017325163,-0.2892794,0.13179637,0.31264845,0.063937515,0.28158703,-0.45471114,-0.1437697,0.12895444,-0.16857857,0.44295034,0.03012544,-0.091300294,-0.2764325,0.055056177,-0.11920846,0.16774917,-0.20909807,0.15228659,0.0471743,0.00848944,-0.2096636,0.060291763,-0.03707654,0.21745479,-0.046919733,0.028066209,0.21220891,0.0032638505,0.12136587,0.003458688,0.11671032,-0.20354922,-0.052904464,-0.05727304,-0.100184046,-0.17869966,-0.080038294,0.22593804,0.16940574,0.047713224,-0.115957476,-0.11098413,0.1151103,0.1677474,0.1633276,-0.035528217,0.089417025,-0.2270086,0.07734828,0.13376272,0.104419254,-0.049859185,0.045804743,0.062339477
defined,-0.1641964,0.25544888,0.050703283,-0.0042974637,0.07721411,0.0413382,-0.054996334,0.021555923,-0.045760706,0.068305925,-0.2353536,-0.19412859,-0.24013354,0.27348644,-0.06254955,-0.15400179,-0.14794716,-0.03890529,-0.17453356,-0.18546577,0.0876548,0.13461512,0.13925062,-0.1843851,0.0426808,0.02436698,-0.1051266,-0.19390117,-0.16533193,-0.029315844,0.44823027,-0.089961134,-0.08857548,0.095343396,0.05634913,0.04704571,-0.051279813,-0.2585658,-0.10114163,-0.32733884,0.21711166,-0.19008185,0.037280075,-0.06170544,0.1138918,-0.06914508,-0.32187447,0.073873155,0.2447576,0.027294265,0.27204952,-0.47531047,-0.14771354,0.13392061,-0.10709795,0.4483736,0.068246715,-0.072004914,-0.31773078,0.12117347,-0.0767606,0.065433085,-0.12896311,0.08208907,0.053846557,0.04251875,-0.20163596,0.048038065,-0.06673001,0.12825547,-0.09845779,-0.028356163,0.22228813,-0.05401455,0.14188908,-0.009490559,0.11776548,-0.15658571,-0.07721882,-0.055764727,-0.12481273,-0.17656195,-0.12574324,0.24929762,0.06850871,0.00021558067,-0.046141136,-0.071869045,0.16106664,0.15120348,0.13961835,0.07131673,0.067942746,-0.2068175,0.09033261,0.17753854,0.09679834,-0.0524647,0.040155947,0.03509318
summer,-0.1930896,0.20961688,0.13900667,-0.15644939,0.0013680095,-0.06626518,0.24793467,0.26920483,-0.17170176,-0.1498067,-0.02275255,-0.25673166,0.05763026,0.037989292,-0.10204023,-0.14831801,-0.086645715,-0.119473115,0.11998208,-0.5548481,0.30013782,0.029072508,0.45079172,0.11063555,-0.113720864,-0.14632657,-0.059679035,-0.15749866,-0.2139304,0.07101068,0.41054055,-0.09567839,0.3603255,-0.05265465,-0.059376184,0.034980018,0.028440785,-0.32922402,-0.37898153,-0.2121085,0.054312967,-0.27455726,0.10020448,-0.015083216,0.05496061,-0.07215108,-0.17272198,-0.24940398,0.059124596,0.09734648,-0.08061645,-0.053517442,-0.027527858,0.18065213,0.10112777,-0.01638045,0.13470335,-0.0025807307,-0.35706058,0.23527463,0.11900112,-0.03375688,-0.10185334,0.09686447,-0.17304713,-0.18856539,0.028279042,0.16500612,-0.069187045,0.3100388,-0.27986616,0.016857788,-0.09573299,0.06977763,0.30323815,0.06271018,0.040055014,0.04490337,-0.23454216,0.18819521,0.06075513,-0.14354607,-0.115170725,0.35964534,-0.108618654,0.15015292,-0.0989612,0.04387533,0.060999688,-0.1719124,0.23213127,-0.05154639,-0.14621101,-0.05656953,0.40049034,0.032723576,-0.043049883,-0.27157515,0.18194975,0.18064724
german,-0.07577334,0.20402639,0.2126116,-0.076515675,0.005257474,-0.14305298,-0.032799575,0.22969116,0.016815914,0.078709066,-0.19216563,-0.3768423,-0.082665406,0.1094858,-0.0982051,0.017595412,-0.16265425,-0.116848916,-0.11811123,-0.2917677,0.13796988,0.01881604,0.3088747,0.061423775,-0.15398617,0.08261994,-0.19533287,-0.39424258,-0.23999545,0.007938347,0.6246286,-0.06722422,0.07438142,0.09416257,-0.11461509,-0.0031002227,-0.14887115,-0.42006153,-0.3402787,-0.38096762,0.040149372,-0.33458987,-0.07294627,-0.17589195,0.067088485,0.1449056,-0.21638097,-0.060211632,0.08286711,0.15435147,0.26469627,-0.39498627,-0.099590234,0.033550095,0.1843652,0.22827521,0.11944829,-0.10943123,-0.35398075,0.3574593,0.18923981,-0.25904253,0.0504066,-0.10695537,-0.08857502,-0.27189022,-0.028088681,0.107496455,-0.119314164,0.22376573,-0.12495095,-0.14092185,0.14006615,0.04716795,0.15771608,0.15732642,0.108821005,-0.058454085,-0.023654038,0.045454454,0.01632959,-0.09839495,-0.013298667,0.32265747,-0.17741404,-0.12574682,0.16340771,0.13992958,0.067571715,0.09015537,0.16556309,0.11787116,-0.04579677,-0.0250832,0.30434582,0.25128245,0.016636156,-0.06235412,0.13959539,-0.18071459
coming,-0.14967993,0.12829472,0.15767586,-0.09770282,0.11214912,0.005568965,0.23714072,0.24014336,-0.09025622,-0.23583326,0.027221277,-0.21137415,-0.05324845,0.065862656,-0.09500835,-0.11290387,0.047663454,-0.032000296,0.06433854,-0.4279114,0.22970885,-0.015852783,0.34456196,0.07628465,-0.026544824,-0.090726785,-0.061906718,-0.041255116,-0.15263094,0.060857933,0.38272402,-0.14062487,0.2778069,-0.11253133,0.017540026,0.019948894,0.083804876,-0.35519102,-0.32430327,-0.16911162,0.009582413,-0.19593875,0.09229655,-0.035010234,0.078627825,-0.08891196,-0.16243887,-0.18693975,0.22388834,0.08890219,0.020087898,-0.09519021,-0.053361077,0.14755143,-0.016196784,0.12168386,0.054070678,-0.11040105,-0.1994763,0.21252318,0.015187252,0.059572052,-0.054674137,0.24974756,-0.17104405,-0.11732227,0.010074271,0.15750709,0.009426447,0.3520518,-0.16279061,0.018586598,-0.12027672,0.09134824,0.25893736,-0.068617955,0.04926466,0.07763985,-0.18244115,0.18245691,0.023118803,-0.098729156,-0.09262531,0.27836382,-0.17389779,0.2521816,-0.11693683,-0.027289035,0.045279216,-0.15490998,0.23052454,-0.11646053,-0.11141728,-0.15270083,0.28179875,0.058683515,-0.041781086,-0.2042508,0.2406068,0.18692458
chains,0.16158414,0.26298484,0.19927783,-0.14532988,0.14211449,-0.09394873,0.17921214,0.47907275,-0.037456848,-0.11631777,-0.07366843,-0.084001526,-0.024682593,0.33993426,-0.1760372,0.08061778,-0.027607094,0.15190415,-0.03199712,-0.47595188,0.26495212,-0.19211842,0.35613292,-0.081349924,0.080779396,0.09884039,-0.25756264,-0.0975004,-0.1736444,0.14488526,0.5081629,-0.14381678,0.08907013,-0.10526701,0.15694647,-0.13929802,-0.14416003,-0.4623713,-0.23332025,-0.3688593,0.08971982,-0.03626886,0.020824514,-0.113078326,0.19682646,0.0136736175,-0.3189039,-0.28495622,0.3153044,0.24883957,0.14728938,-0.36974043,-0.25407648,0.12336475,0.16296038,0.21792395,-0.0029362363,0.008281553,-0.34334525,0.076426856,-0.14933924,0.0021113588,-0.260777,0.19978178,-0.20890015,-0.21716256,0.080976956,0.11403091,-0.08051325,0.3159972,-0.14985876,-0.2480808,0.016452014,0.057684537,0.015364907,-0.003306837,0.20341507,0.16250916,-0.19984649,0.35565343,-0.16581458,-0.051236574,0.13867317,0.50218385,-0.20573595,0.26008016,-0.094903626,0.04625015,0.009235372,-0.22235729,0.22892047,0.04494806,-0.038055573,-0.30064094,0.27846095,0.1493023,0.0053343805,-0.13464376,0.20000772,0.2872399
purchase,-0.14811319,0.28399542,0.041994244,0.12379514,0.18005566,0.060586963,-0.16314545,-0.040766478,-0.2098628,0.040041212,-0.18545298,-0.21781845,-0.2471002,0.347275,0.04273023,-0.25057665,-0.13932377,-0.10446472,-0.12983015,-0.13422255,0.05089481,0.08787026,0.09918986,-0.20450361,0.07885825,-0.05669261,-0.15098362,-0.027652012,-0.13732582,-0.11157411,0.3967127,-0.12516856,-0.1509217,0.08723301,0.014226137,0.17037934,0.024966622,-0.039303545,-0.05983201,-0.27738777,0.1752213,-0.1757143,-0.024900358,-0.03596506,0.051792495,-0.14096242,-0.34105724,0.13674049,0.276739,-0.014822423,0.2194246,-0.41669855,-0.11851922,0.049508244,-0.2007401,0.42298207,-0.083295576,-0.10982584,-0.37245467,0.026680663,-0.16746292,0.13755924,-0.10746191,0.21262613,0.08426545,0.19135644,-0.22090067,0.1048856,-0.042829867,0.17142414,-0.08456167,0.11288236,0.27641556,-0.018402178,0.18125927,-0.07613568,0.10210877,-0.27157187,-0.07017478,-0.14491692,-0.113560036,-0.3159845,-0.16729523,0.22751884,0.21981011,0.09017414,-0.09091218,-0.2253598,0.3055951,0.2035136,0.1426733,0.00014100889,0.026649904,-0.18304597,0.04263858,0.2156123,0.04652762,-0.022962218,-0.11688865,0.08588427
hold,-0.10239872,0.22997898,0.0935679,0.01460412,0.09061644,-0.04230936,-0.054121625,0.07163453,-0.071987204,-0.04493895,-0.1402562,-0.15152664,-0.22749873,0.2619571,-0.0030842074,-0.10708472,-0.10121753,-0.06752862,-0.13171664,-0.32872266,0.09682252,0.1052659,0.17079969,-0.12409112,-0.019228978,0.021773146,-0.1283519,-0.061952937,-0.09894087,0.094658285,0.42555162,-0.12501968,0.021888692,0.040593445,0.058210768,0.08482904,0.023770554,-0.21557055,-0.17133792,-0.2763563,0.11882602,-0.15666683,0.04559421,-0.03908128,0.15016681,-0.074757405,-0.276809,0.014404568,0.3148698,0.079135,0.16555952,-0.3332158,-0.11538836,0.095041275,-0.11105745,0.365257,-0.021127956,-0.074354686,-0.22415948,0.0884796,-0.04557113,0.10878243,-0.16467197,0.17687449,-0.023809467,0.024937125,-0.14310776,0.12906443,-0.026803877,0.2114593,-0.1023585,-0.025002137,0.13082772,0.057053793,0.14250657,-0.014834715,0.1367095,-0.05613848,-0.08694252,0.023745723,-0.0069218976,-0.14230806,-0.08332675,0.23429948,0.068118885,0.15517217,-0.0516189,-0.076611295,0.12819457,0.122581154,0.14396518,-0.06933084,-0.003188412,-0.19675784,0.10424041,0.10346443,-0.0018234748,-0.07460011,0.13970459,0.10065442
neutral,-0.445463,0.066952996,0.0018340796,-0.097030126,0.0058763176,-0.005589638,0.35265574,0.01575598,-0.115237914,-0.29591116,0.06580926,-0.25312695,-0.046977375,0.0322667,-0.02151631,-0.2210687,-0.046841353,-0.10010548,0.0043192594,-0.3920887,0.1657789,0.09534419,0.42221564,0.1708766,-0.1349261,-0.25632465,-0.018384293,-0.0028798303,-0.14467676,0.09272958,0.6155336,-0.0897643,0.40574005,-0.032859463,-0.04692791,0.10143067,0.21757789,-0.40330842,-0.20785806,-0.0904257,0.07505057,-0.44705662,0.19633928,0.013855781,0.07880176,-0.102675244,-0.05903576,-0.006708876,0.21873733,0.032560438,0.115560025,0.007035281,0.023582498,0.15372704,-0.17322096,0.2834322,0.23490682,-0.051698003,-0.21596456,0.33684793,0.18489015,0.07587698,0.01055005,0.11201293,-0.02705462,-0.10404699,0.11140609,0.1695715,-0.026338782,0.40664867,-0.121118546,0.1561255,-0.1226354,0.3093729,0.38290265,0.07833659,-0.0678185,-0.0025448424,-0.101362795,0.059026215,0.0761803,-0.2310297,-0.16610613,0.1559504,-0.10566631,0.23093307,-0.18284614,-0.18259104,-0.05812286,-0.1380444,0.2876138,-0.18664703,-0.048914343,-0.08377277,0.15862535,-0.2186828,0.09819437,-0.31212005,0.2129248,0.014189277
africa,0.1042092,0.2424205,0.23505722,-0.17143725,0.045762483,-0.1786582,-0.054366928,0.4263667,-0.099674895,0.0017067292,-0.17900258,-0.15156202,-0.19172399,0.31474325,-0.15851471,0.079560965,-0.24008691,0.05377479,-0.12438044,-0.30484802,0.1221853,-0.03160709,0.3071808,-0.2513215,0.0072068777,0.2681938,-0.3063989,-0.29269698,-0.26013726,0.025821703,0.5933422,-0.058768354,-0.019366244,0.08885098,0.07324121,-0.07247864,-0.3275965,-0.5237555,-0.1203083,-0.51508725,0.21087445,-0.12055329,-0.19904901,-0.12582405,0.23946142,0.10162586,-0.32603952,0.06490314,0.2383293,0.20270985,0.34478018,-0.59880155,-0.29806268,0.104329124,0.15371297,0.3533657,0.13453735,0.06608824,-0.4129801,-0.005717747,-0.17420101,-0.089058794,-0.31037185,0.0032944612,-0.12356397,-0.18870714,0.027026562,0.07037537,-0.11428877,0.2368072,-0.08310884,-0.16279016,0.2709545,0.042861745,-0.062310208,0.12885055,0.2123301,0.043716468,-0.11955817,0.21948725,-0.19951789,0.010946607,0.130714,0.5049973,-0.09936462,0.02558049,0.084194146,0.16118325,-0.0384913,0.034064677,0.19638705,0.28902164,0.0041145384,-0.15758535,0.30255276,0.16743347,0.14925006,0.020478442,0.069361456,0.0046829246
hand,-0.09865466,0.14912541,0.066862494,-0.060287602,0.12747103,-0.038967095,0.13504885,0.21378972,-0.1413364,-0.1975344,-0.0064191543,-0.15739171,-0.08757047,0.14065851,-0.06281278,-0.06803821,-0.055680007,0.04476757,0.020501724,-0.41682354,0.14082041,-0.13833873,0.35452756,0.0007156876,-0.06489994,-0.047852647,-0.13881588,-0.043030296,-0.13998686,0.08354912,0.47566217,-0.14906113,0.21218614,-0.06995937,0.06725167,-0.0166676,0.024803536,-0.33359998,-0.20996234,-0.18300407,0.046287354,-0.17353123,0.045111,-0.023141693,0.12836093,-0.070289835,-0.14142928,-0.08373555,0.25138253,0.09346163,0.10026657,-0.17011519,-0.08563629,0.07790911,-0.037454687,0.1991228,0.028885065,-0.04591903,-0.25439277,0.1536092,0.014520357,0.067324914,-0.07227448,0.1839945,-0.11707738,-0.115074515,0.120984495,0.12287825,-0.07426852,0.34350434,-0.066869006,0.015018113,-0.05567107,0.1905791,0.17772195,0.0147629855,0.08011392,0.069233865,-0.15470229,0.16226095,-0.03852055,-0.09504865,-0.05471378,0.27384958,-0.1315339,0.2094446,-0.118598394,-0.11550267,0.03222582,-0.07557935,0.24444222,-0.049752377,-0.08496348,-0.13691233,0.20301385,-0.010941754,-0.010938285,-0.17187223,0.16855595,0.14506185
york,-0.048931666,0.15273874,0.2559354,-0.16167098,-0.024099752,-0.1552204,-0.122986555,0.27731162,0.16300792,0.16620995,-0.4928877,-0.48982593,-0.34866303,0.104713574,-0.18526347,0.03131411,-0.20111458,-0.2223594,-0.23521048,-0.11768489,0.12029117,0.25511596,0.2871644,-0.3063221,-0.0022109803,0.23701462,-0.2882866,-0.42533424,-0.27730224,-0.06498632,0.5478545,0.010376567,-0.08000646,0.20625556,-0.040458545,0.094164744,-0.21960129,-0.4755798,-0.21090157,-0.43904695,0.18916468,-0.31961942,-0.03153102,-0.28005955,0.09769632,0.113199785,-0.30812317,0.11890261,0.07587198,0.11427298,0.42262146,-0.737217,9.278816e-05,0.08050866,-0.075343244,0.32717702,0.18245995,-0.09959117,-0.3116631,0.30509606,0.13643041,-0.22200698,-0.024380777,-0.21006688,0.039708484,-0.055958588,-0.23719752,0.22055249,-0.11397646,0.011362331,-0.1386935,-0.10552996,0.38907036,-0.1454136,0.14813182,0.20462894,0.13365535,-0.2604896,0.07285556,-0.0770149,-0.074472174,-0.06365018,-0.08103319,0.29783395,-0.13639526,-0.23102593,0.20933428,0.119560555,0.052161656,0.15539664,0.05155264,0.2488143,-0.03630011,-0.20019011,0.30857396,0.3753155,-0.0031389683,0.082044445,0.11608788,-0.34787118
taiwan,0.083921425,0.16425866,0.24108931,-0.15801439,0.019743593,-0.121624045,-0.017425366,0.4287304,-0.020087825,0.039945185,-0.16150075,-0.19581029,-0.16781738,0.21523292,-0.28368145,0.08547772,-0.17031021,0.049159203,-0.07496446,-0.2071398,0.11867484,-0.07017087,0.23297255,-0.23442645,0.04660854,0.2846385,-0.283309,-0.2572103,-0.23929983,-0.00053567055,0.5574517,-0.040365346,0.0033202837,0.015034619,0.13606791,-0.0948897,-0.22851335,-0.5689333,-0.11914641,-0.45363432,0.22840603,-0.19927262,-0.100587465,-0.13985078,0.19084191,0.036821857,-0.3157044,0.010651605,0.20559232,0.13430972,0.301562,-0.5779714,-0.29292852,0.14793557,0.13131802,0.3619104,0.18333301,0.090336226,-0.41685882,0.041211687,-0.12946339,-0.10437183,-0.24820784,0.010072439,-0.122554846,-0.18033473,0.024488548,0.11881482,-0.056261674,0.17911041,-0.049150597,-0.24787971,0.21731357,0.018355751,-0.04073729,0.12378779,0.18449411,0.021081688,-0.110015556,0.19551145,-0.1922811,0.033341967,0.12103239,0.47522327,-0.20052461,0.033406544,0.06074197,0.15352575,-0.08253513,-0.0409371,0.21327853,0.23992722,-0.026257748,-0.17424962,0.24569224,0.17167296,0.112002805,-0.013356256,0.041072425,-0.018354058
