,x,y,z
inflation,15.670841,-2.822382,-1.1673207
growth,15.927228,-3.6733165,-3.3521607
exhibit,11.868895,-10.161977,2.1962733
rate,15.327791,-5.4571414,2.9664516
global,8.324732,-5.7154107,7.8890395
market,10.681974,-10.211736,1.2253597
investment,8.791568,-6.532606,7.3721156
gdp,15.07695,0.50720197,-1.734269
recession,10.739341,-7.9547215,2.911055
prices,14.360979,-0.9237381,-5.012362
rates,15.50834,-5.990078,0.9444825
markets,8.783947,-12.846967,1.5289688
china,10.887873,1.5212659,3.5206873
real,11.730143,-10.4011965,4.5862393
policy,15.657616,-6.4225745,1.8392072
jan,15.475077,4.217952,-1.9826645
expect,15.631495,-4.092164,-1.1116543
energy,14.285023,-0.94807136,-5.1028037
jun,15.509397,4.0342703,-1.9862624
strategy,8.850582,-6.345582,7.489169
economic,10.656895,-4.1179605,5.5121546
yield,8.743533,-11.028682,5.98083
returns,10.428268,-12.474767,4.0428753
risk,10.061111,-11.905241,1.6543943
bloomberg,8.8817,-6.1493583,7.5504446
equity,9.103889,-12.9708805,4.3028016
asset,7.7807026,-6.0542107,8.322042
average,9.493481,-9.431727,5.997042
december,8.834729,-6.537758,7.166736
return,9.036863,-9.584295,7.028991
fed,15.389728,-5.592317,2.83721
forecasts,10.477667,-3.7964976,5.733271
dec,15.511675,4.078164,-1.9337006
term,10.413162,-11.942588,1.1100085
economy,15.549278,-4.414765,-3.8646176
time,10.51562,-7.795406,2.6562765
forecast,14.790984,0.10434454,-1.2136142
total,9.050594,-9.54506,7.045374
usd,13.5458,5.515481,-3.9956286
price,14.240646,-1.9565744,-1.9283168
unicredit,12.111496,4.0292172,5.152578
central,15.658403,-7.034392,1.4494001
financial,15.56418,-7.3041987,-0.49317423
eur,13.55347,5.506684,-3.9999483
current,12.443592,4.7845683,-2.758966
income,11.624003,-10.686322,4.5759773
jul,15.487468,4.1683545,-1.9690691
equities,9.1217985,-13.23501,4.1047544
june,12.140461,3.9840722,4.2474513
investors,8.918663,-13.288327,3.1659884
bonds,8.545961,-12.157116,5.1860857
tightening,15.680629,-6.3491006,1.8744214
supply,13.5544195,-3.1480083,-6.226109
services,14.699899,-0.46285954,-3.993172
credit,8.47705,-11.395466,5.389137
november,8.800237,-6.010333,7.6973376
cpi,15.635389,-1.1439747,-0.9505854
expected,15.078385,-3.4129474,-1.1120021
earnings,11.5394945,-10.883025,2.6846454
remain,15.625054,-5.502652,-3.0969584
consumer,15.555899,-0.97121567,-3.1627104
july,14.437974,-4.552118,3.2601295
macro,12.311322,4.0915904,5.517432
months,10.114845,-8.720989,4.6603246
core,15.61775,-1.4824872,-0.9515101
apr,15.499511,4.1533318,-1.9630045
labor,15.505581,-3.5179317,-4.4069514
europe,10.780205,0.9174249,3.1663928
levels,16.08105,-2.4311635,-3.3997746
risks,11.606686,-1.0400683,3.4732072
covid,13.536226,-3.715977,-5.5614514
yoy,15.62426,-0.76915455,-0.9883662
demand,15.19386,-4.1313486,-4.2156105
change,10.626293,-4.0790257,5.654674
note,8.778088,-6.891726,7.1759076
cycle,15.800107,-6.0747366,1.6245716
federal,15.513265,-5.8505073,2.9020274
peak,15.425689,-3.41651,-0.81602055
bond,8.838561,-11.353331,5.773357
oil,13.848337,-1.0413302,-5.4543676
