,x,y,z
inflation,21.875677,-7.9803615,-14.209627
growth,16.08225,-11.156653,-20.483751
exhibit,21.517736,-13.598005,10.060842
rate,25.791538,-8.916809,-2.8689492
global,16.78044,-13.187855,15.963108
market,10.11754,-20.746408,-8.072769
investment,16.376617,-15.801372,12.176745
gdp,21.247828,-2.2064874,-13.108294
recession,16.211338,-13.588859,-2.5896678
prices,21.108416,2.4065678,-18.18549
rates,20.84479,-10.659368,-6.95091
markets,11.133762,-26.218855,2.1311133
china,8.635015,5.5192213,-24.593134
real,16.02585,-18.621342,-5.5616837
policy,25.815105,-11.176155,-7.2251334
jan,2.4173417,28.27563,-2.0913103
expect,21.06837,-4.4907055,-12.275001
energy,21.07955,2.4107544,-18.281696
jun,2.9699292,27.590097,-3.5206425
strategy,16.972548,-15.894545,13.560865
economic,25.693136,-5.8268623,4.3161516
yield,23.317219,-12.952896,3.250274
returns,21.738169,-18.396723,-3.8808317
risk,13.114863,-22.31983,0.8641371
bloomberg,16.37876,-15.111771,15.360208
equity,19.58088,-20.613441,-0.24171986
asset,18.617197,-11.2234335,15.69091
average,21.335243,-11.336912,1.8671505
december,17.234343,-15.914656,13.486717
return,24.698183,-8.278426,1.2805542
fed,24.669458,-9.227604,-3.220312
forecasts,26.41076,-5.609609,7.0698895
dec,4.0123754,27.425013,-2.7914174
term,14.538099,-23.012508,-3.4478931
economy,14.175267,-10.187087,-20.209173
time,15.802798,-13.890394,-3.3312593
forecast,20.755453,-2.5654848,-13.058384
total,24.701971,-8.271111,1.2771391
usd,25.18586,10.958613,-7.958885
price,21.338171,-14.40106,-1.9359603
unicredit,20.006039,-8.311878,16.689249
central,24.922005,-13.027848,-7.7768674
financial,16.806974,-13.774599,-14.622291
eur,25.186775,10.959973,-7.955648
current,22.998236,10.912024,-11.787746
income,16.342833,-19.060406,-3.1665752
jul,2.519953,28.036522,-2.3209157
equities,20.21135,-21.153757,-0.471198
june,20.12946,-5.965275,14.842349
investors,18.934723,-23.51958,-1.2271202
bonds,20.612228,-17.880465,2.6231344
tightening,25.769518,-11.105162,-7.220345
supply,11.251547,0.75795484,-24.91601
services,21.241037,2.3091972,-16.568466
credit,20.860966,-17.227314,4.045264
november,16.367352,-14.958922,15.518059
cpi,24.802528,-2.8225415,-13.744003
expected,20.753551,-4.3428173,-12.513691
earnings,21.21182,-14.690646,-1.8694165
remain,20.417034,-5.565587,-18.92091
consumer,15.310589,-18.131914,-7.5407887
july,22.68907,-4.85444,-2.9710946
macro,19.475794,-9.679121,16.470901
months,16.232048,-13.075516,-1.5100877
core,24.903887,-3.2769306,-13.661352
apr,2.025087,26.974264,-2.8483436
labor,15.01136,-8.163839,-22.3364
europe,5.758447,6.9190564,-23.374273
levels,15.275984,-18.333157,-9.8664465
risks,7.2910795,0.6529776,-25.265852
covid,10.810123,-2.1477911,-22.854773
yoy,24.563848,-1.8196708,-13.949391
demand,16.07809,-7.2925982,-20.406849
change,26.300821,-5.6928563,4.7392545
note,17.346157,-15.995418,13.402242
cycle,24.678724,-9.758715,-7.190741
federal,24.164824,-10.991116,-2.742461
peak,21.189045,-8.259432,-13.805348
bond,23.525942,-14.764863,4.0018973
oil,19.442686,2.3729734,-20.160975
analytics,15.864006,-14.994579,16.843763
economics,19.788897,-8.995644,16.640133
sector,13.713895,-5.6415257,-17.043013
pandemic,16.28583,-18.994818,-10.623862
banks,24.913946,-13.036858,-7.7807436
level,19.29674,-6.6300526,-13.910443
month,20.61716,-11.109343,1.486869
russia,9.059636,5.2199616,-24.438196
decline,21.072699,-14.579217,-1.8420869
bp,25.524717,-8.478852,-3.1688523
haver,15.89199,-14.966646,16.79061
corporate,23.551083,-15.0694475,4.149931
allocation,18.622448,-11.199993,15.704166
debt,15.463114,-19.578955,-0.16070619
