,x,y,z
inflation,3.2948315,-0.5469831,-0.057152506
growth,3.3448021,-0.53607935,-0.05294205
exhibit,3.5552156,-0.44040048,-0.026055714
rate,3.3582852,-0.5058082,-0.04761506
global,3.335768,-0.4114387,-0.032940395
market,3.5158443,-0.4561766,-0.031123137
investment,3.4646146,-0.41724077,-0.026937956
gdp,3.0855458,-0.52687955,-0.06465119
recession,3.4901738,-0.44640392,-0.031182768
prices,3.1880805,-0.5403514,-0.06182475
rates,3.4440622,-0.51591957,-0.044604063
markets,3.660041,-0.44660076,-0.021235418
china,2.8078535,-0.4518935,-0.06711708
real,3.4079363,-0.48907644,-0.041771695
policy,3.3937705,-0.5198667,-0.04802776
jan,2.697571,-0.5760518,-0.09148252
expect,3.396267,-0.5374017,-0.050440025
energy,3.1487346,-0.53177905,-0.06263502
jun,2.749304,-0.58282703,-0.089889064
strategy,3.43357,-0.4211767,-0.029112194
economic,3.2419953,-0.4517944,-0.045493092
yield,3.685818,-0.443639,-0.01903291
returns,3.7113261,-0.45178115,-0.018925242
risk,3.6639686,-0.4477343,-0.021293549
bloomberg,3.4009724,-0.4229257,-0.03105091
equity,3.743792,-0.4526717,-0.017245028
asset,3.5549698,-0.43533894,-0.024660615
average,3.4495473,-0.44989356,-0.033020377
december,3.4374819,-0.41432568,-0.027997367
return,3.6150458,-0.43958244,-0.022302961
fed,3.3698964,-0.5103723,-0.047724504
forecasts,2.875442,-0.45366517,-0.06387041
dec,2.7922127,-0.57361275,-0.08625412
term,3.607822,-0.44120666,-0.023615042
economy,3.3774374,-0.5383628,-0.051691834
time,3.4833786,-0.42838523,-0.028861364
forecast,3.0885375,-0.5118376,-0.06220234
total,3.5508842,-0.43508363,-0.02514422
usd,2.5657861,-0.48573124,-0.08489349
price,3.295654,-0.4991027,-0.049698923
unicredit,2.639344,-0.49455705,-0.080426134
central,3.41243,-0.51138276,-0.045741387
financial,3.398685,-0.49958232,-0.044554304
