,x,y,z
inflation,3.2245247,-0.5728488,-0.035903137
growth,3.2742717,-0.564091,-0.035487935
exhibit,3.4803693,-0.47892064,-0.031949144
rate,3.2866035,-0.53529537,-0.034515556
global,3.263007,-0.44493562,-0.03138572
market,3.441736,-0.49286336,-0.03260423
investment,3.390684,-0.45444837,-0.03133099
gdp,3.0167565,-0.5482387,-0.0355862
recession,3.4164927,-0.48287314,-0.032381378
prices,3.1208425,-0.56374896,-0.03590184
rates,3.3717031,-0.547468,-0.034681205
markets,3.5841894,-0.48841634,-0.031926647
china,2.7440639,-0.46826378,-0.03359585
real,3.3352406,-0.5209034,-0.03381259
policy,3.322265,-0.5496684,-0.03491812
jan,2.63319,-0.5866608,-0.037701
expect,3.3245199,-0.56666696,-0.035439946
energy,3.0812242,-0.5542816,-0.035709266
jun,2.6850548,-0.59455985,-0.037833653
strategy,3.3596668,-0.45699152,-0.031497408
economic,3.1725388,-0.48009825,-0.033031162
yield,3.609283,-0.48658746,-0.03172764
returns,3.634062,-0.494578,-0.03193247
risk,3.588044,-0.48920336,-0.031966195
bloomberg,3.3280835,-0.45799342,-0.031602256
equity,3.6664805,-0.49670827,-0.031891413
asset,3.4801452,-0.4744969,-0.031694826
average,3.3758268,-0.48488393,-0.032423615
december,3.363673,-0.45078233,-0.031297065
return,3.5402937,-0.48070043,-0.031756397
fed,3.2979417,-0.5396312,-0.03464103
forecasts,2.809377,-0.47234222,-0.033565566
dec,2.727838,-0.5867267,-0.03746525
term,3.533353,-0.4813679,-0.031915434
economy,3.3064344,-0.56661445,-0.03551856
time,3.4096107,-0.46509457,-0.031841595
forecast,3.020021,-0.5337084,-0.035105627
total,3.4750583,-0.4738956,-0.03174103
usd,2.503379,-0.49523738,-0.035109993
price,3.2240095,-0.5270393,-0.03439319
unicredit,2.5761812,-0.5053025,-0.03490574
central,3.3406372,-0.5421307,-0.034619123
financial,3.3270755,-0.5305253,-0.034258373
eur,2.5075064,-0.49964294,-0.03524224
current,2.725316,-0.45555556,-0.033336665
income,3.42359,-0.50429755,-0.03297163
jul,2.6478386,-0.587643,-0.03769574
equities,3.6743321,-0.49802998,-0.031911734
june,2.5592258,-0.48674282,-0.034352347
investors,3.6473985,-0.49379724,-0.031878676
bonds,3.66731,-0.49432704,-0.03180467
tightening,3.3318284,-0.5524959,-0.03497793
supply,3.1515732,-0.531915,-0.03482593
services,3.0589921,-0.5706996,-0.036261164
credit,3.6275878,-0.48575547,-0.03166143
november,3.3069046,-0.4583765,-0.031667173
cpi,2.9657369,-0.5725573,-0.036491517
expected,3.2738078,-0.5506893,-0.03505813
earnings,3.5061884,-0.50069934,-0.03263199
remain,3.343733,-0.57225704,-0.035576917
consumer,3.1540778,-0.56773835,-0.03591074
july,3.0726404,-0.4999577,-0.033905175
macro,3.0217843,-0.48303142,-0.033094894
months,3.413886,-0.4816208,-0.03229483
core,3.0941052,-0.5696855,-0.03610212
apr,2.657375,-0.59098095,-0.037775073
labor,3.253672,-0.5459086,-0.03498504
europe,2.901331,-0.44793475,-0.032683488
levels,3.3076236,-0.54498786,-0.034790754
risks,3.265619,-0.5044523,-0.033604756
covid,3.1918669,-0.5398463,-0.034976333
yoy,2.8617787,-0.5692549,-0.03661362
demand,3.2600086,-0.56559885,-0.03560787
change,3.1154175,-0.48755825,-0.03332653
note,3.4136126,-0.45843932,-0.03139872
cycle,3.3754027,-0.5485139,-0.034693558
federal,3.3103588,-0.53584045,-0.034477375
peak,3.3164139,-0.54527587,-0.034730483
bond,3.6383886,-0.4910028,-0.031787936
oil,2.9699807,-0.5144516,-0.03473004
analytics,3.3272023,-0.46350572,-0.031767182
economics,2.657075,-0.49607205,-0.034402866
sector,3.1993256,-0.4905411,-0.03335509
pandemic,3.2633748,-0.56491363,-0.03556382
banks,3.3569763,-0.54626167,-0.03470362
level,3.3192623,-0.534402,-0.034410764
month,3.2956858,-0.49112517,-0.032893322
