,x,y,z
inflation,12.089093,1.5855024,2.6492898
growth,11.781439,2.1870406,1.8218521
exhibit,12.832292,-4.7350674,0.2695795
rate,14.674824,1.1626241,0.22101459
global,7.299207,-7.2623415,-0.94474345
market,13.012877,-4.1172624,-1.1990654
investment,7.898025,-7.0586143,-0.9605993
gdp,9.482886,1.6882008,4.297512
recession,11.902865,-3.6661866,0.12151467
prices,9.3805485,1.9126986,2.7312665
rates,13.50546,1.2322322,-0.23439796
markets,12.638935,-5.724852,-1.9280726
china,4.8395967,-7.0592327,2.7103043
real,10.973944,-5.194477,1.357106
policy,13.88674,1.3240358,-0.3424883
jan,8.944396,5.2322707,-0.54706067
expect,12.630355,1.3862207,1.6884301
energy,9.255856,1.9207757,2.6522968
jun,8.948731,5.2185116,-0.52472156
strategy,7.716281,-7.1129594,-0.8978563
economic,5.928432,-6.5027037,-0.34235865
yield,10.346303,-7.044759,-0.23172179
returns,11.606063,-6.7497544,-0.3240425
risk,12.253604,-5.3433113,-0.7794802
bloomberg,7.6025424,-7.117289,-0.8562166
equity,11.727354,-6.8798113,-0.9781563
asset,7.730498,-7.738418,-1.1924789
average,9.264991,-6.171528,0.73159546
december,7.88874,-6.937584,-0.8961913
return,9.581027,-6.847642,0.4247007
fed,14.559588,1.2007575,0.11053774
forecasts,5.519059,-6.295861,-0.11627484
dec,8.951137,5.2248716,-0.53851306
term,12.428885,-4.9253407,-0.5042306
economy,11.770301,1.9184353,0.81537795
time,11.549995,-3.8662088,-0.29549846
forecast,11.105799,1.2502033,3.8280866
total,9.41416,-6.792265,0.55169547
usd,2.882302,-4.768881,0.9637337
price,10.800291,0.33079728,3.453546
unicredit,4.1488853,-7.5851426,1.18853
central,13.568072,1.2490007,-0.8206632
financial,12.747845,1.6061527,-0.8841959
eur,2.8804352,-4.7705116,0.9665962
current,3.5691824,-4.501933,0.8207214
income,11.129793,-5.518509,1.1061413
jul,8.946236,5.2313285,-0.5454858
equities,11.956189,-6.8738,-1.1392207
june,3.8496592,-7.4023604,1.4167408
investors,12.175947,-6.461918,-1.4812571
bonds,11.198719,-7.136216,-0.8150855
tightening,13.942497,1.3392743,-0.33079198
supply,9.731438,2.0908632,1.3214741
