,x,y,z
inflation,16.107992,-1.572921,4.1268487
growth,15.881128,-2.8969922,4.5742984
exhibit,16.160427,-6.2654595,-3.9483232
rate,17.05742,0.85454464,1.235868
global,8.4226,-7.037963,-5.021739
market,15.335003,-5.3176484,-4.5873933
investment,9.140694,-7.345737,-4.5221553
gdp,11.576284,-2.2528887,6.8991437
recession,16.401064,-3.2576215,-1.4237586
prices,13.023449,-3.5099597,5.3854747
rates,17.306908,-0.7913592,1.6619642
markets,14.837545,-6.660685,-4.805797
china,7.710819,-5.4941287,2.8879128
real,13.186996,-8.199059,-0.9668875
policy,17.504639,-0.31841734,1.1341006
jan,8.667454,-2.348804,8.105866
expect,16.524149,-1.6059076,3.3429163
energy,12.936219,-3.6257412,5.3259354
jun,8.956781,-2.4138281,8.041255
strategy,8.868128,-7.3522887,-4.538941
economic,7.8307896,-6.721552,-1.3116953
yield,11.850238,-8.802655,-3.659242
returns,13.713081,-8.864019,-3.7282062
risk,14.746388,-7.1401124,-3.0702977
bloomberg,8.722456,-7.3178506,-4.5209966
equity,13.621889,-8.466611,-4.488849
asset,8.901087,-7.2104025,-5.670103
average,10.729144,-8.384509,-2.4289382
december,9.106975,-7.2932987,-4.330164
return,10.59143,-8.849672,-3.363373
fed,17.14961,0.6775758,1.2221309
forecasts,7.540947,-6.6031113,-1.1736187
dec,8.862211,-2.455295,8.080522
term,15.168834,-6.874213,-2.3768947
economy,15.729701,-3.5750566,3.9277332
time,15.045301,-5.558413,-1.5763611
forecast,12.128348,-1.495292,6.38069
total,10.475842,-8.857141,-3.288295
usd,6.5788655,-1.8373487,7.241727
price,13.983622,-1.621544,5.039711
unicredit,5.659841,-6.3518305,2.9627323
central,17.706041,-0.8220762,0.83051956
financial,17.796038,-2.060056,1.4253755
eur,6.578876,-1.844213,7.2413063
current,6.582015,-2.708427,6.259092
income,13.348363,-8.277272,-1.3618755
jul,8.740257,-2.3808486,8.098191
equities,13.89538,-8.396026,-4.6620216
june,5.533361,-5.8331275,2.7728503
investors,14.279956,-7.7378736,-4.7163234
bonds,12.893736,-8.6904745,-4.3973675
tightening,17.519712,-0.24920613,1.1840718
supply,13.657424,-5.068136,3.8385272
services,12.583555,-2.6423047,5.861722
credit,12.353836,-8.488834,-3.9318745
november,8.590147,-7.270541,-4.658774
cpi,12.556489,-1.5644383,6.6283636
expected,15.751596,-1.4019232,3.689157
earnings,15.0871525,-7.611124,-1.9450773
remain,16.517925,-3.4718783,3.2225146
consumer,12.310151,-3.0472252,6.3822865
july,16.340616,1.4775826,1.2132947
macro,8.369169,-7.1938877,-5.4470234
months,11.06884,-7.598218,-1.7419833
core,12.846802,-1.511222,6.46551
apr,8.774068,-2.3957033,8.114083
labor,15.509268,-3.2020724,4.7696567
europe,8.253971,-5.40114,2.636529
levels,16.258877,-4.7029424,3.8385441
risks,14.27523,-5.7892165,2.3699522
covid,14.145376,-4.5197606,3.9368565
yoy,12.013078,-1.6716744,6.866167
demand,15.326454,-3.7681808,4.1769366
change,7.7839465,-6.7876525,-1.2771399
note,9.457901,-7.4477305,-4.4272337
