,x,y,z
inflation,13.7559395,-3.0657291,3.5641394
growth,15.820931,-3.5304554,2.3231788
exhibit,8.360447,-7.52979,5.646586
rate,11.09952,-4.8527374,7.4588394
global,4.3386755,-3.5170772,9.272316
market,8.784015,-10.960018,2.2210798
investment,3.4007602,-4.362603,8.428312
gdp,12.959114,-0.6293083,3.9718566
recession,7.0238285,-7.968948,2.46434
prices,15.76564,0.030708011,1.2538339
rates,12.474841,-5.84695,5.2261257
markets,5.9960933,-13.381954,4.217409
china,7.984218,0.3570786,6.595888
real,10.508873,-9.209888,4.9991417
policy,12.613534,-6.1308975,6.729409
jan,12.498035,1.242307,8.661082
expect,12.968182,-4.265453,3.2022526
energy,15.795593,0.053553358,1.1499887
jun,12.518865,1.2152939,8.619452
strategy,3.414502,-4.275997,8.629804
economic,5.3456182,-1.9186066,5.9117303
yield,4.3968387,-8.319574,8.006988
returns,7.3219647,-9.194503,7.347838
risk,7.27001,-10.984953,4.5448565
bloomberg,3.4490902,-4.0145817,8.934327
equity,5.430914,-11.440747,7.6757236
asset,4.993562,-3.7995625,9.640933
average,5.807002,-7.0695477,7.06285
december,3.489155,-4.4827447,8.270767
return,6.926919,-8.259139,7.6222496
fed,11.180198,-4.9958963,7.3767743
forecasts,5.093343,-1.4704645,5.702699
dec,12.510531,1.2186955,8.635133
term,7.9645376,-10.692067,4.4117794
economy,16.085678,-4.1000447,1.8339398
time,7.0466275,-7.991805,1.8378181
forecast,12.661961,-1.2292444,3.619921
total,6.9055133,-8.125642,7.6461253
usd,12.270669,5.734063,7.2083144
price,8.472614,-7.409807,4.0976434
unicredit,6.159283,-2.4316354,10.550497
central,13.140102,-6.6895885,6.383739
financial,14.056741,-7.896624,3.3840811
eur,12.274146,5.7299657,7.209572
current,13.472432,5.7811394,5.6052766
income,10.29969,-9.355312,5.244203
jul,12.5032425,1.2328045,8.653447
equities,5.5514855,-11.7072735,7.7717695
june,6.493833,-1.4657109,9.993317
investors,5.5408034,-12.61771,7.0349874
bonds,4.4742007,-9.971684,7.4567556
tightening,12.53759,-6.077681,6.708504
supply,16.196344,-0.7154093,-1.2590711
services,15.15088,-0.005570818,2.1708589
credit,4.219233,-9.370893,7.278849
november,3.55473,-3.8957229,9.089604
cpi,13.94047,-1.7837692,4.3658023
expected,12.678722,-3.7975516,2.8178577
earnings,8.361975,-7.5834646,4.2040744
remain,15.371803,-5.9022717,1.598115
consumer,11.133389,-8.941169,3.9947708
july,10.164647,-3.5117772,6.7395873
macro,5.421513,-3.075632,10.105439
months,6.731452,-7.1287117,3.4155316
core,13.905586,-2.057375,4.2321343
apr,12.505049,1.2290074,8.652087
labor,16.220375,-3.0018477,0.9618326
europe,8.09278,0.39298573,5.7293305
levels,11.428469,-5.334941,2.2397313
risks,9.993631,-0.9399986,5.3250303
