,x,y,z
inflation,4.4107866,-1.0410213,-1.543011
growth,4.2929077,-1.1359451,-1.7718756
exhibit,3.7860425,-1.9753611,0.3411282
rate,4.816981,-1.3132981,-0.91303265
global,3.7973216,-1.5346638,1.3322525
market,3.4540622,-2.1880398,-0.3735665
investment,3.831269,-1.7101007,1.0785977
gdp,4.430932,-0.5618842,-1.3865858
recession,3.4640186,-1.9167432,-0.29841998
prices,4.295179,-0.46877748,-1.9333005
rates,4.469692,-1.3841729,-1.2982738
markets,3.496021,-2.632324,0.023995904
china,3.6847374,0.222605,-2.533423
real,3.9573812,-2.1977484,-0.78884375
policy,4.793095,-1.4513123,-1.2510991
jan,2.5956886,4.7764535,0.39251727
expect,4.33536,-1.2026926,-1.4374754
energy,4.2827716,-0.4588009,-1.9576883
jun,2.5959747,4.771941,0.3912208
strategy,3.834406,-1.6983267,1.1087613
economic,4.291453,-0.96835697,0.12423384
yield,4.0218496,-2.2534719,0.43426263
returns,3.984665,-2.400748,0.075873755
risk,3.5295646,-2.5810082,0.054034803
bloomberg,3.8294542,-1.6214303,1.2511966
equity,3.779158,-2.6807783,0.32080615
asset,3.7597866,-1.6268435,1.334945
average,4.1189237,-1.7548132,0.1255301
december,3.836098,-1.7090595,1.0480738
return,4.1795073,-1.8853961,0.102491386
fed,4.803516,-1.3097991,-0.93860453
forecasts,4.2895775,-0.87555724,0.2694264
dec,2.5956166,4.7750177,0.39186567
term,3.5340898,-2.4731643,-0.14202726
economy,4.278246,-1.2626141,-1.7456565
time,3.3801882,-1.8965434,-0.4250676
forecast,4.361487,-0.6911237,-1.3088987
total,4.2030363,-1.8264085,0.08391576
usd,4.813614,1.2586076,-1.3144224
price,3.8996215,-1.7835617,-0.59624434
unicredit,3.5496447,-0.6800293,2.2754376
central,4.7308903,-1.4805765,-1.3330023
financial,4.315392,-1.4434918,-1.3033284
eur,4.818848,1.2628777,-1.3124486
current,4.5677547,1.0098988,-1.2913548
income,3.8650897,-2.3769417,-0.515543
jul,2.5956776,4.774585,0.39223328
equities,3.7839866,-2.7007864,0.29781905
june,3.437966,-0.28740683,2.419651
investors,3.691771,-2.7061636,0.26829147
bonds,3.8583124,-2.5128434,0.44363895
tightening,4.791338,-1.4475334,-1.245295
supply,3.7563844,-0.6882429,-2.1864266
services,4.4179335,-0.23471673,-1.7195729
credit,3.843902,-2.4982216,0.41789216
november,3.8271818,-1.6031917,1.2862622
cpi,4.7751336,-0.3177555,-1.5212673
expected,4.279268,-1.1141902,-1.4152418
earnings,3.8174663,-1.9970527,-0.3967765
remain,4.356868,-1.277407,-1.9122735
consumer,3.97113,-1.8472848,-1.1765183
july,4.4635973,-0.8872896,-0.8396881
macro,3.6518085,-1.045007,1.9193475
months,3.5977757,-1.8598075,-0.16989431
core,4.7663646,-0.4199605,-1.5293571
apr,2.5953493,4.7751293,0.3923737
labor,4.0244746,-0.9690301,-1.7863544
europe,3.5986338,0.18463452,-2.3376539
levels,3.9886937,-1.4789289,-1.4949372
risks,3.5287907,-0.92683196,-2.1264634
covid,3.7789273,-0.74952304,-2.076834
yoy,4.7455997,-0.16178814,-1.4918084
demand,4.062453,-1.1539757,-1.8451993
change,4.3038363,-0.9497552,0.18052451
note,3.8319001,-1.7284021,1.0367949
cycle,4.702361,-1.420189,-1.242746
federal,4.8276763,-1.3274252,-0.9470112
peak,4.310846,-1.1772797,-1.432333
bond,3.9865088,-2.375587,0.47712237
oil,4.160648,-0.3359037,-2.1075385
analytics,3.8225152,-1.5883907,1.3445712
economics,3.5900514,-0.81612074,2.1463797
sector,3.5507257,-1.0294626,-1.4419357
pandemic,4.082079,-1.4180796,-1.6706047
banks,4.727082,-1.4799516,-1.334657
level,4.0240965,-1.3637482,-1.4581716
month,4.065313,-1.7720181,0.081024624
russia,3.7142606,0.119914934,-2.5209816
decline,3.855327,-1.9241654,-0.45669672
bp,4.8252473,-1.3068109,-0.92352605
