,x,y,z
inflation,14.404091,-11.732565,-2.603074
growth,14.160166,-11.150034,-4.434019
exhibit,20.150011,-6.9629397,3.930338
rate,17.507845,-12.039234,1.1344908
global,14.660087,-2.7214305,9.028193
market,19.873974,-6.195408,2.631844
investment,15.660829,-3.3727493,8.629088
gdp,8.060723,-10.487667,-3.3468094
recession,17.041786,-6.380954,4.2990956
prices,10.876565,-9.268759,-5.5135083
rates,17.230095,-11.565262,-0.8534929
markets,22.070059,-3.2097085,2.8916078
china,8.010405,-7.690873,3.2236955
real,20.152864,-6.5274434,6.1815534
policy,18.14861,-11.553271,-0.3262132
jan,5.057113,-10.046366,-5.192267
expect,15.211073,-11.459057,-2.25243
energy,10.888074,-9.149701,-5.582433
jun,5.334637,-10.16613,-5.128121
strategy,15.385195,-3.439937,8.792124
economic,13.26895,-5.665333,6.683898
yield,20.009378,-3.3684905,7.310782
returns,22.089071,-4.5920196,5.625977
risk,21.435417,-4.626835,3.0245233
bloomberg,15.184613,-3.4680762,8.839116
equity,22.028072,-3.2662075,5.7002807
asset,15.155788,-2.0171971,9.342278
average,18.516586,-4.580362,7.4353456
december,15.59122,-3.5141904,8.457152
return,18.646097,-3.7775264,8.447607
fed,17.625603,-11.9983,0.9160605
forecasts,12.692741,-5.369195,6.946231
dec,5.2312446,-10.189996,-5.104911
term,21.581852,-5.0642557,2.150905
economy,14.848086,-10.242759,-4.906588
time,16.923344,-6.0726333,4.07179
forecast,8.262001,-10.64538,-2.7885814
total,18.599535,-3.8147306,8.475786
usd,3.2998571,-7.765427,-4.3433676
price,11.73145,-10.289255,-2.3649044
unicredit,6.297271,-10.462177,2.8676698
central,18.54023,-11.099109,-0.7789313
financial,17.637144,-11.16694,-2.5275533
eur,3.2963686,-7.773261,-4.3334026
current,3.7997193,-7.3720226,-2.932337
income,20.479086,-6.2790537,6.1289496
jul,5.1260605,-10.099218,-5.162763
equities,22.321503,-3.1787837,5.4677258
june,5.9534903,-9.677196,2.5220501
investors,22.314648,-3.117209,4.413145
bonds,21.191538,-2.835672,6.462617
tightening,18.080746,-11.653502,-0.27479216
supply,14.144651,-7.5739994,-6.2044463
services,10.03007,-9.826056,-4.813001
credit,20.35031,-3.082643,6.618343
november,15.0251665,-3.3288224,8.9610405
cpi,8.61912,-11.393274,-3.6079936
expected,13.98207,-11.069019,-1.93131
earnings,21.177977,-6.3274407,3.9888496
remain,15.9631405,-10.410766,-4.1644998
consumer,11.436776,-10.884837,-3.9191942
july,16.620049,-11.599705,2.0637212
macro,6.2894473,-10.912009,2.7679775
months,17.840752,-5.3828783,6.128122
core,8.862906,-11.499251,-3.489147
apr,5.1460605,-10.125142,-5.162624
labor,14.32292,-10.751916,-5.211181
europe,8.377538,-7.164241,3.0561342
levels,12.787948,-11.204988,-4.1205373
risks,16.133156,-6.607155,-5.783682
covid,13.84751,-8.288771,-5.577784
yoy,8.183214,-11.162608,-3.7652102
demand,14.426105,-9.972081,-5.0314407
change,13.233507,-5.5677176,6.894208
note,16.019741,-3.430683,8.470223
cycle,17.6841,-11.991186,-0.46664894
federal,17.97439,-12.054147,0.8340155
peak,14.509657,-11.57257,-1.8021036
bond,20.413052,-3.427901,7.044189
oil,10.892937,-8.562275,-5.8205123
analytics,14.911453,-3.1841176,9.182685
economics,6.26959,-10.577626,2.8127477
sector,12.773013,-9.365347,-5.6244664
pandemic,12.967457,-11.163792,-4.478318
banks,18.544624,-11.069816,-0.8332174
level,14.420166,-10.404675,-1.6263022
month,18.30181,-4.7050867,7.357141
russia,7.8163686,-8.067427,3.3546107
decline,21.276674,-6.296067,4.1265783
bp,17.49211,-12.058691,1.1414973
haver,14.902104,-3.2730782,9.127815
corporate,20.414701,-3.3840446,7.0070286
allocation,15.124447,-2.0685232,9.3366585
debt,21.112106,-4.1283317,5.4320416
based,16.575882,-3.2226892,8.289719
balance,14.768891,-11.3145075,0.63966453
government,17.510626,-3.7966506,-1.244022
continue,16.526567,-8.659152,-4.5162187
production,7.643037,-9.435989,-5.0914106
oct,5.133987,-10.117473,-5.154549
ing,3.7848074,-8.104185,-5.4418736
reserve,17.96025,-12.03407,0.8166736
nov,5.1660733,-10.12373,-5.1457033
conditions,17.652615,-11.230862,-2.5352826
portfolio,22.194107,-3.0933015,5.6017146
expectations,14.457521,-11.67997,-2.5897677
capital,16.155357,-1.7767633,7.6332664
key,17.61839,-6.7357535,-4.130846
increase,15.865833,-10.721754,-1.7634796
eurozone,9.728094,-9.597016,-1.1696591
dollar,21.184002,-3.676293,4.012721
