,x,y,z
inflation,33.455463,-8.106679,-13.125104
growth,28.286736,-12.88581,-22.47198
exhibit,27.907598,-14.88836,13.241945
rate,35.650654,-8.027685,0.8984864
global,24.145721,-14.635749,21.409178
market,18.721,-27.669369,-9.5151005
investment,22.88672,-18.25716,16.991425
gdp,31.370386,-1.5405042,-12.507107
recession,22.455177,-15.85867,-1.0347937
prices,32.921383,3.109969,-19.138699
rates,30.430952,-12.272919,-5.865628
markets,16.124012,-32.590076,7.689483
china,16.252785,9.315135,-30.994003
real,25.136063,-24.889814,-4.69893
policy,37.246086,-14.142217,-3.224892
jan,7.5871234,38.41482,-0.51904935
expect,30.872553,-4.188822,-10.956477
energy,32.937786,3.1069098,-19.256538
jun,7.1745358,37.39301,-2.5249221
strategy,24.07054,-18.308388,18.270378
economic,34.797176,-3.1468265,8.004296
yield,30.684244,-16.486126,5.9051223
returns,29.950218,-22.063572,-0.96046484
risk,18.612867,-27.67348,6.368623
bloomberg,23.842907,-17.273287,20.497145
equity,27.09769,-29.702925,4.049654
asset,24.420538,-11.524757,21.21188
average,27.88449,-15.069201,5.4291353
december,24.55541,-18.35114,18.062328
return,36.57994,-2.1409872,2.5421224
fed,34.637592,-9.146101,0.4546234
forecasts,33.795364,-4.2086654,11.505836
dec,8.067792,36.042507,-1.8816521
term,20.631105,-26.77648,0.078421146
economy,30.534859,-11.633458,-24.20735
time,22.110022,-16.407736,-2.0907035
forecast,30.743565,-2.0562706,-12.463173
total,36.585438,-2.1231942,2.5224462
usd,32.710384,19.734852,-6.022089
price,24.617958,-20.345343,-0.3048196
unicredit,27.053196,-7.920114,21.599253
central,36.220486,-16.467453,-4.21549
financial,28.462097,-16.316084,-13.147346
eur,32.709873,19.738317,-6.0201664
current,30.613916,16.363356,-10.126872
income,25.191002,-26.208082,1.1623659
jul,7.688077,38.230335,-0.8984213
equities,27.637253,-30.878672,3.4399223
june,27.134958,-5.5633698,18.731304
investors,24.76314,-32.287415,1.3307178
bonds,27.264597,-23.856752,5.3041363
tightening,37.207546,-14.061536,-3.237923
supply,23.651388,0.19459733,-30.557463
services,32.36953,3.1765947,-17.16167
credit,26.86741,-23.62735,7.566892
november,23.822872,-17.105076,20.668442
cpi,36.810116,-2.7352078,-12.576823
expected,30.68423,-3.984553,-11.481403
earnings,24.477005,-21.290062,-0.2777452
remain,34.322777,-6.741803,-19.105036
consumer,24.789932,-23.67162,-7.2426205
july,30.578358,-5.0053415,0.41796714
macro,26.17621,-9.920472,21.728098
